EDUCATION_ID,LEARNER_ID,SEQUENCE_NO,UNIVERSITY_ID,EDUCATOINBG_ID,BARNCH_ID,GYEAR,GRADE_POINT,CREATE_BY,CREATE_DATE,UPDATE_BY,UPDATE_DATE
EDU1DC1EA1DD238485C,LNR-202600028,1,6800,1,8,2544,2.72,SYSTEM_ADMIN,2026-03-23 10:00:00,SYSTEM_ADMIN,2026-03-23 10:00:00
EDU227A30DE62DE46F3,LNR-202600029,1,100,2,2,2546,3.1,SYSTEM_ADMIN,2026-03-23 10:00:00,SYSTEM_ADMIN,2026-03-23 10:00:00
EDU581F5F76E1114B86,LNR-202600029,2,100,1,1,2544,3.36,SYSTEM_ADMIN,2026-03-23 10:00:00,SYSTEM_ADMIN,2026-03-23 10:00:00
EDU4E6F037B72844944,LNR-202600030,1,22400,1,1,2557,2.95,SYSTEM_ADMIN,2026-03-23 10:00:00,SYSTEM_ADMIN,2026-03-23 10:00:00
EDU97EC449123B44902,LNR-202600031,1,22400,2,2,2556,3.12,SYSTEM_ADMIN,2026-03-23 10:00:00,SYSTEM_ADMIN,2026-03-23 10:00:00
EDU1BD79B91ABD54A80,LNR-202600031,2,18100,1,3,2553,3.04,SYSTEM_ADMIN,2026-03-23 10:00:00,SYSTEM_ADMIN,2026-03-23 10:00:00
EDUF5BA610FC3E9432C,LNR-202600032,1,19100,1,6,2566,2.26,SYSTEM_ADMIN,2026-03-23 10:00:00,SYSTEM_ADMIN,2026-03-23 10:00:00
EDU76687F0B06F2445E,LNR-202600033,1,600,1,7,2562,3.75,SYSTEM_ADMIN,2026-03-23 10:00:00,SYSTEM_ADMIN,2026-03-23 10:00:00
EDU07EE34C95AE54842,LNR-202600034,1,1000,1,6,2570,2.64,SYSTEM_ADMIN,2026-03-23 10:00:00,SYSTEM_ADMIN,2026-03-23 10:00:00
EDU9F35C088D4D14000,LNR-202600035,1,14400,3,3,2566,3.76,SYSTEM_ADMIN,2026-03-23 10:00:00,SYSTEM_ADMIN,2026-03-23 10:00:00
EDU55347583CDB745B5,LNR-202600035,2,19200,2,1,2563,3.31,SYSTEM_ADMIN,2026-03-23 10:00:00,SYSTEM_ADMIN,2026-03-23 10:00:00
EDUC45F5F62A7A84E9F,LNR-202600035,3,19900,1,3,2559,3.08,SYSTEM_ADMIN,2026-03-23 10:00:00,SYSTEM_ADMIN,2026-03-23 10:00:00
EDUC09B0AEA4A1D4D28,LNR-202600036,1,18100,2,13,2556,3.55,SYSTEM_ADMIN,2026-03-23 10:00:00,SYSTEM_ADMIN,2026-03-23 10:00:00
EDU3CC3BEDB35414B6B,LNR-202600036,2,19200,1,13,2553,2.51,SYSTEM_ADMIN,2026-03-23 10:00:00,SYSTEM_ADMIN,2026-03-23 10:00:00
EDU39B8FDDC49944E24,LNR-202600037,1,2400,1,2,2565,3.85,SYSTEM_ADMIN,2026-03-23 10:00:00,SYSTEM_ADMIN,2026-03-23 10:00:00
EDUFDB6FA268494456E,LNR-202600038,1,6800,1,7,2565,3.52,SYSTEM_ADMIN,2026-03-23 10:00:00,SYSTEM_ADMIN,2026-03-23 10:00:00
EDUD8C56415FB294297,LNR-202600039,1,6800,1,6,2556,3.8,SYSTEM_ADMIN,2026-03-23 10:00:00,SYSTEM_ADMIN,2026-03-23 10:00:00
EDU304006A404CE4621,LNR-202600040,1,19607,1,1,2557,3.72,SYSTEM_ADMIN,2026-03-23 10:00:00,SYSTEM_ADMIN,2026-03-23 10:00:00
EDUC674F993E3D940A8,LNR-202600041,1,7400,1,7,2554,3.22,SYSTEM_ADMIN,2026-03-23 10:00:00,SYSTEM_ADMIN,2026-03-23 10:00:00
EDU2EC54B59964342F4,LNR-202600042,1,18100,2,1,2547,3.92,SYSTEM_ADMIN,2026-03-23 10:00:00,SYSTEM_ADMIN,2026-03-23 10:00:00
EDUBCB483023F1845FC,LNR-202600042,2,18100,1,6,2544,2.35,SYSTEM_ADMIN,2026-03-23 10:00:00,SYSTEM_ADMIN,2026-03-23 10:00:00
EDU35F2E6C20BBB4908,LNR-202600043,1,5400,2,2,2553,3.2,SYSTEM_ADMIN,2026-03-23 10:00:00,SYSTEM_ADMIN,2026-03-23 10:00:00
EDU2D51BFFA2FDF4FBA,LNR-202600043,2,5300,1,8,2549,2.28,SYSTEM_ADMIN,2026-03-23 10:00:00,SYSTEM_ADMIN,2026-03-23 10:00:00
EDUA24546E19F924EE3,LNR-202600044,1,19200,2,10,2545,3.33,SYSTEM_ADMIN,2026-03-23 10:00:00,SYSTEM_ADMIN,2026-03-23 10:00:00
EDUED6C07252C594698,LNR-202600044,2,19607,1,2,2541,2.86,SYSTEM_ADMIN,2026-03-23 10:00:00,SYSTEM_ADMIN,2026-03-23 10:00:00
EDU4B6369E7FAE34E47,LNR-202600045,1,7400,1,9,2557,2.66,SYSTEM_ADMIN,2026-03-23 10:00:00,SYSTEM_ADMIN,2026-03-23 10:00:00
EDU84485F38A0304B86,LNR-202600046,1,19400,3,2,2554,3.88,SYSTEM_ADMIN,2026-03-23 10:00:00,SYSTEM_ADMIN,2026-03-23 10:00:00
EDUFFA7E221592C471D,LNR-202600046,2,19400,2,7,2551,3.36,SYSTEM_ADMIN,2026-03-23 10:00:00,SYSTEM_ADMIN,2026-03-23 10:00:00
EDU2CA391C83D614B7B,LNR-202600046,3,19100,1,2,2548,2.68,SYSTEM_ADMIN,2026-03-23 10:00:00,SYSTEM_ADMIN,2026-03-23 10:00:00
EDUAAA6F4485E2945BF,LNR-202600047,1,19200,2,8,2539,3.54,SYSTEM_ADMIN,2026-03-23 10:00:00,SYSTEM_ADMIN,2026-03-23 10:00:00
EDU0E3CDB3DB0A54EDF,LNR-202600047,2,1500,1,10,2535,2.44,SYSTEM_ADMIN,2026-03-23 10:00:00,SYSTEM_ADMIN,2026-03-23 10:00:00
EDU79213B2918D84A3D,LNR-202600048,1,19300,1,3,2561,3.56,SYSTEM_ADMIN,2026-03-23 10:00:00,SYSTEM_ADMIN,2026-03-23 10:00:00
EDU61CA8EAFF992413C,LNR-202600049,1,12200,1,6,2554,2.33,SYSTEM_ADMIN,2026-03-23 10:00:00,SYSTEM_ADMIN,2026-03-23 10:00:00
EDU74C5135F09EF4762,LNR-202600050,1,19900,1,2,2558,3.88,SYSTEM_ADMIN,2026-03-23 10:00:00,SYSTEM_ADMIN,2026-03-23 10:00:00
EDUE080E8D686694C0D,LNR-202600051,1,11200,1,3,2569,3.51,SYSTEM_ADMIN,2026-03-23 10:00:00,SYSTEM_ADMIN,2026-03-23 10:00:00
EDU096C153C5E5B4099,LNR-202600052,1,1700,1,7,2565,2.54,SYSTEM_ADMIN,2026-03-23 10:00:00,SYSTEM_ADMIN,2026-03-23 10:00:00
EDUC72CE765DD824518,LNR-202600053,1,19200,2,7,2550,3.01,SYSTEM_ADMIN,2026-03-23 10:00:00,SYSTEM_ADMIN,2026-03-23 10:00:00
EDU94A72FAE785D412E,LNR-202600053,2,200,1,7,2547,3.59,SYSTEM_ADMIN,2026-03-23 10:00:00,SYSTEM_ADMIN,2026-03-23 10:00:00
EDU09507C48F0DB4275,LNR-202600054,1,6100,1,8,2557,3.4,SYSTEM_ADMIN,2026-03-23 10:00:00,SYSTEM_ADMIN,2026-03-23 10:00:00
EDU0FB17E286BAD4895,LNR-202600055,1,2000,1,1,2556,3.44,SYSTEM_ADMIN,2026-03-23 10:00:00,SYSTEM_ADMIN,2026-03-23 10:00:00
EDU11F1793980AF4ED9,LNR-202600056,1,1700,1,2,2565,3.51,SYSTEM_ADMIN,2026-03-23 10:00:00,SYSTEM_ADMIN,2026-03-23 10:00:00
EDUD5D1CAF075FB4E98,LNR-202600057,1,19900,1,1,2564,2.33,SYSTEM_ADMIN,2026-03-23 10:00:00,SYSTEM_ADMIN,2026-03-23 10:00:00
EDUD13F95DD0546407B,LNR-202600058,1,1900,1,2,2566,2.81,SYSTEM_ADMIN,2026-03-23 10:00:00,SYSTEM_ADMIN,2026-03-23 10:00:00
EDU427A0531A16B4F0B,LNR-202600059,1,500,1,13,2552,2.4,SYSTEM_ADMIN,2026-03-23 10:00:00,SYSTEM_ADMIN,2026-03-23 10:00:00
EDU8109BB84D41D4866,LNR-202600060,1,22400,2,3,2563,3.86,SYSTEM_ADMIN,2026-03-23 10:00:00,SYSTEM_ADMIN,2026-03-23 10:00:00
EDU5A8A248094AA468A,LNR-202600060,2,19100,1,4,2559,3.26,SYSTEM_ADMIN,2026-03-23 10:00:00,SYSTEM_ADMIN,2026-03-23 10:00:00
EDU547538922FEB43AC,LNR-202600061,1,200,1,2,2567,2.76,SYSTEM_ADMIN,2026-03-23 10:00:00,SYSTEM_ADMIN,2026-03-23 10:00:00
EDU41368B2270DE4DC3,LNR-202600062,1,12400,1,3,2566,2.31,SYSTEM_ADMIN,2026-03-23 10:00:00,SYSTEM_ADMIN,2026-03-23 10:00:00
EDU8F05B5D1EEA64E5E,LNR-202600063,1,7400,1,8,2553,2.73,SYSTEM_ADMIN,2026-03-23 10:00:00,SYSTEM_ADMIN,2026-03-23 10:00:00
EDU6A7BD4FE53CA4A41,LNR-202600064,1,19607,1,7,2550,2.75,SYSTEM_ADMIN,2026-03-23 10:00:00,SYSTEM_ADMIN,2026-03-23 10:00:00
EDU4EB2917E6E634F8F,LNR-202600065,1,19400,2,8,2543,3.73,SYSTEM_ADMIN,2026-03-23 10:00:00,SYSTEM_ADMIN,2026-03-23 10:00:00
EDU6EC9F37753A24B7B,LNR-202600065,2,19400,1,8,2540,3.28,SYSTEM_ADMIN,2026-03-23 10:00:00,SYSTEM_ADMIN,2026-03-23 10:00:00
EDUDE26FA0E81254843,LNR-202600066,1,18001,2,7,2561,3.89,SYSTEM_ADMIN,2026-03-23 10:00:00,SYSTEM_ADMIN,2026-03-23 10:00:00
EDUCB95E2265653479F,LNR-202600066,2,18001,1,6,2556,3.0,SYSTEM_ADMIN,2026-03-23 10:00:00,SYSTEM_ADMIN,2026-03-23 10:00:00
EDU7DAC38F8162841DD,LNR-202600067,1,200,1,13,2568,2.4,SYSTEM_ADMIN,2026-03-23 10:00:00,SYSTEM_ADMIN,2026-03-23 10:00:00
EDU801B7958B00F44A3,LNR-202600068,1,19200,2,11,2545,3.71,SYSTEM_ADMIN,2026-03-23 10:00:00,SYSTEM_ADMIN,2026-03-23 10:00:00
EDUEB3891950A2C4BF0,LNR-202600068,2,19200,1,3,2542,3.49,SYSTEM_ADMIN,2026-03-23 10:00:00,SYSTEM_ADMIN,2026-03-23 10:00:00
EDU691E220B408E4072,LNR-202600069,1,1700,1,11,2557,3.15,SYSTEM_ADMIN,2026-03-23 10:00:00,SYSTEM_ADMIN,2026-03-23 10:00:00
EDU42E09239B1D747F1,LNR-202600070,1,5300,1,1,2567,3.51,SYSTEM_ADMIN,2026-03-23 10:00:00,SYSTEM_ADMIN,2026-03-23 10:00:00
EDUB96E1DB46DD648A8,LNR-202600071,1,1700,2,1,2542,3.49,SYSTEM_ADMIN,2026-03-23 10:00:00,SYSTEM_ADMIN,2026-03-23 10:00:00
EDUC95070B2C9CE4DE2,LNR-202600071,2,500,1,1,2537,3.09,SYSTEM_ADMIN,2026-03-23 10:00:00,SYSTEM_ADMIN,2026-03-23 10:00:00
EDUDDE37B7EB149481A,LNR-202600072,1,12800,1,7,2559,2.93,SYSTEM_ADMIN,2026-03-23 10:00:00,SYSTEM_ADMIN,2026-03-23 10:00:00
EDUE0871B6238574EF6,LNR-202600073,1,1500,2,2,2557,3.03,SYSTEM_ADMIN,2026-03-23 10:00:00,SYSTEM_ADMIN,2026-03-23 10:00:00
EDUFEEEBF912C2044D7,LNR-202600073,2,19200,1,2,2553,2.38,SYSTEM_ADMIN,2026-03-23 10:00:00,SYSTEM_ADMIN,2026-03-23 10:00:00
EDUDF3E4A4A75B747D1,LNR-202600074,1,6800,1,11,2559,2.25,SYSTEM_ADMIN,2026-03-23 10:00:00,SYSTEM_ADMIN,2026-03-23 10:00:00
EDU8C55FE168E7E45C3,LNR-202600075,1,5400,1,2,2550,3.28,SYSTEM_ADMIN,2026-03-23 10:00:00,SYSTEM_ADMIN,2026-03-23 10:00:00
EDU2D5BB8C1DFD24AC0,LNR-202600076,1,12200,2,13,2549,3.31,SYSTEM_ADMIN,2026-03-23 10:00:00,SYSTEM_ADMIN,2026-03-23 10:00:00
EDU568AC42F49544E24,LNR-202600076,2,800,1,8,2546,3.06,SYSTEM_ADMIN,2026-03-23 10:00:00,SYSTEM_ADMIN,2026-03-23 10:00:00
EDU54FE3373B3834066,LNR-202600077,1,1400,1,1,2555,3.74,SYSTEM_ADMIN,2026-03-23 10:00:00,SYSTEM_ADMIN,2026-03-23 10:00:00
EDUC2BAD734FD494875,LNR-202600078,1,2000,2,1,2548,3.25,SYSTEM_ADMIN,2026-03-23 10:00:00,SYSTEM_ADMIN,2026-03-23 10:00:00
EDU1479F400110A499D,LNR-202600078,2,2000,1,7,2545,2.9,SYSTEM_ADMIN,2026-03-23 10:00:00,SYSTEM_ADMIN,2026-03-23 10:00:00
EDU4A1B269F62EC4E17,LNR-202600079,1,19200,1,7,2552,3.48,SYSTEM_ADMIN,2026-03-23 10:00:00,SYSTEM_ADMIN,2026-03-23 10:00:00
EDU6AA7726767AA423C,LNR-202600080,1,19600,1,6,2568,2.59,SYSTEM_ADMIN,2026-03-23 10:00:00,SYSTEM_ADMIN,2026-03-23 10:00:00
EDU6586E9C1CB7A4564,LNR-202600081,1,19600,1,7,2548,2.33,SYSTEM_ADMIN,2026-03-23 10:00:00,SYSTEM_ADMIN,2026-03-23 10:00:00
EDU7C2415B414194964,LNR-202600082,1,11200,1,7,2556,2.69,SYSTEM_ADMIN,2026-03-23 10:00:00,SYSTEM_ADMIN,2026-03-23 10:00:00
EDU2F80E2A668D34181,LNR-202600083,1,19900,1,7,2567,2.47,SYSTEM_ADMIN,2026-03-23 10:00:00,SYSTEM_ADMIN,2026-03-23 10:00:00
EDUC25EA1807D884DA1,LNR-202600084,1,22400,1,7,2544,3.78,SYSTEM_ADMIN,2026-03-23 10:00:00,SYSTEM_ADMIN,2026-03-23 10:00:00
EDUCDA7C2AC689244F7,LNR-202600085,1,14400,2,1,2552,3.81,SYSTEM_ADMIN,2026-03-23 10:00:00,SYSTEM_ADMIN,2026-03-23 10:00:00
EDU1088981269044B37,LNR-202600085,2,14400,1,2,2549,3.28,SYSTEM_ADMIN,2026-03-23 10:00:00,SYSTEM_ADMIN,2026-03-23 10:00:00
EDU6FD83BAF7D00476E,LNR-202600086,1,1400,3,2,2566,3.91,SYSTEM_ADMIN,2026-03-23 10:00:00,SYSTEM_ADMIN,2026-03-23 10:00:00
EDU518F32E5C5AC427F,LNR-202600086,2,1400,2,7,2562,3.8,SYSTEM_ADMIN,2026-03-23 10:00:00,SYSTEM_ADMIN,2026-03-23 10:00:00
EDU989EE8E3572948A2,LNR-202600086,3,500,1,1,2558,2.52,SYSTEM_ADMIN,2026-03-23 10:00:00,SYSTEM_ADMIN,2026-03-23 10:00:00
EDU2150828C1A394FF9,LNR-202600087,1,12200,1,2,2566,3.72,SYSTEM_ADMIN,2026-03-23 10:00:00,SYSTEM_ADMIN,2026-03-23 10:00:00
EDUDC0C9DBEA3D34F29,LNR-202600088,1,12800,2,3,2543,3.54,SYSTEM_ADMIN,2026-03-23 10:00:00,SYSTEM_ADMIN,2026-03-23 10:00:00
EDU16B4DB6B96394D2C,LNR-202600088,2,200,1,3,2540,3.57,SYSTEM_ADMIN,2026-03-23 10:00:00,SYSTEM_ADMIN,2026-03-23 10:00:00
EDU18892056212E401C,LNR-202600089,1,1900,1,6,2544,3.72,SYSTEM_ADMIN,2026-03-23 10:00:00,SYSTEM_ADMIN,2026-03-23 10:00:00
EDU2C995E949BEC424B,LNR-202600090,1,1500,2,7,2560,3.32,SYSTEM_ADMIN,2026-03-23 10:00:00,SYSTEM_ADMIN,2026-03-23 10:00:00
EDUC9219560F58F4685,LNR-202600090,2,19800,1,1,2558,2.39,SYSTEM_ADMIN,2026-03-23 10:00:00,SYSTEM_ADMIN,2026-03-23 10:00:00
EDU56E560F335AE4AD1,LNR-202600091,1,100,1,13,2548,2.59,SYSTEM_ADMIN,2026-03-23 10:00:00,SYSTEM_ADMIN,2026-03-23 10:00:00
EDU324FEF1493654C9F,LNR-202600092,1,19300,1,6,2548,2.93,SYSTEM_ADMIN,2026-03-23 10:00:00,SYSTEM_ADMIN,2026-03-23 10:00:00
EDU04F68A93659E47C6,LNR-202600093,1,1900,1,5,2568,3.59,SYSTEM_ADMIN,2026-03-23 10:00:00,SYSTEM_ADMIN,2026-03-23 10:00:00
EDU53250E51FD5D4E52,LNR-202600094,1,19700,1,13,2570,3.66,SYSTEM_ADMIN,2026-03-23 10:00:00,SYSTEM_ADMIN,2026-03-23 10:00:00
EDUDA81604FCD594F9A,LNR-202600095,1,19600,1,2,2566,2.21,SYSTEM_ADMIN,2026-03-23 10:00:00,SYSTEM_ADMIN,2026-03-23 10:00:00
EDUC2BAB627BE204313,LNR-202600096,1,100,1,1,2563,3.07,SYSTEM_ADMIN,2026-03-23 10:00:00,SYSTEM_ADMIN,2026-03-23 10:00:00
EDU9D73AF4740054CF4,LNR-202600097,1,2000,1,13,2564,2.91,SYSTEM_ADMIN,2026-03-23 10:00:00,SYSTEM_ADMIN,2026-03-23 10:00:00
EDU777CFC551FEA487C,LNR-202600098,1,22400,2,2,2570,3.22,SYSTEM_ADMIN,2026-03-23 10:00:00,SYSTEM_ADMIN,2026-03-23 10:00:00
EDU2CFCA15821D64839,LNR-202600098,2,5100,1,2,2568,2.4,SYSTEM_ADMIN,2026-03-23 10:00:00,SYSTEM_ADMIN,2026-03-23 10:00:00
EDUE4ABD90B41154593,LNR-202600099,1,19900,1,6,2567,2.77,SYSTEM_ADMIN,2026-03-23 10:00:00,SYSTEM_ADMIN,2026-03-23 10:00:00
EDU25C2799996A04FDD,LNR-202600100,1,11200,1,6,2569,3.8,SYSTEM_ADMIN,2026-03-23 10:00:00,SYSTEM_ADMIN,2026-03-23 10:00:00
EDU3495C19D54284689,LNR-202600101,1,600,1,13,2557,2.75,SYSTEM_ADMIN,2026-03-23 10:00:00,SYSTEM_ADMIN,2026-03-23 10:00:00
EDUEE7B3EBF5F184C8D,LNR-202600102,1,22400,2,1,2558,3.52,SYSTEM_ADMIN,2026-03-23 10:00:00,SYSTEM_ADMIN,2026-03-23 10:00:00
EDUCF0AF5D402844F4D,LNR-202600102,2,22400,1,7,2554,3.4,SYSTEM_ADMIN,2026-03-23 10:00:00,SYSTEM_ADMIN,2026-03-23 10:00:00
EDUA85FA8595A394811,LNR-202600103,1,12300,1,3,2570,2.82,SYSTEM_ADMIN,2026-03-23 10:00:00,SYSTEM_ADMIN,2026-03-23 10:00:00
EDU8E13D5D25F064E8E,LNR-202600104,1,11200,2,1,2556,3.97,SYSTEM_ADMIN,2026-03-23 10:00:00,SYSTEM_ADMIN,2026-03-23 10:00:00
EDU6B52F2D97DCF4995,LNR-202600104,2,19700,1,6,2553,3.84,SYSTEM_ADMIN,2026-03-23 10:00:00,SYSTEM_ADMIN,2026-03-23 10:00:00
EDU80CEC7C6160E4EA8,LNR-202600105,1,1700,2,6,2564,3.25,SYSTEM_ADMIN,2026-03-23 10:00:00,SYSTEM_ADMIN,2026-03-23 10:00:00
EDU3EF91CD03F11423B,LNR-202600105,2,400,1,6,2561,3.05,SYSTEM_ADMIN,2026-03-23 10:00:00,SYSTEM_ADMIN,2026-03-23 10:00:00
EDUB9FE117B112544ED,LNR-202600106,1,1700,1,1,2562,2.71,SYSTEM_ADMIN,2026-03-23 10:00:00,SYSTEM_ADMIN,2026-03-23 10:00:00
EDU0EBFDF2AC2144645,LNR-202600107,1,400,1,8,2560,2.68,SYSTEM_ADMIN,2026-03-23 10:00:00,SYSTEM_ADMIN,2026-03-23 10:00:00
EDU426D4CD04AE64EBA,LNR-202600108,1,2000,2,6,2541,3.04,SYSTEM_ADMIN,2026-03-23 10:00:00,SYSTEM_ADMIN,2026-03-23 10:00:00
EDU462D13A60E314DA2,LNR-202600108,2,2000,1,3,2537,3.24,SYSTEM_ADMIN,2026-03-23 10:00:00,SYSTEM_ADMIN,2026-03-23 10:00:00
EDU0A9246815F054FAF,LNR-202600109,1,12200,1,2,2547,3.05,SYSTEM_ADMIN,2026-03-23 10:00:00,SYSTEM_ADMIN,2026-03-23 10:00:00
EDU5B4B8DB02A214FC8,LNR-202600110,1,2400,1,7,2559,2.29,SYSTEM_ADMIN,2026-03-23 10:00:00,SYSTEM_ADMIN,2026-03-23 10:00:00
EDU3FCCE795D87C4E49,LNR-202600111,1,400,2,2,2555,3.28,SYSTEM_ADMIN,2026-03-23 10:00:00,SYSTEM_ADMIN,2026-03-23 10:00:00
EDU8D533F015AAD4B1D,LNR-202600111,2,300,1,1,2552,3.74,SYSTEM_ADMIN,2026-03-23 10:00:00,SYSTEM_ADMIN,2026-03-23 10:00:00
