job_post_id,company_id,job_title,position_id,position_name_th,position_name_en,job_type,job_sub_type,communication_language_id,province_id,sub_district_id,district_id,employment_type_id,Work_location_type_id,income_min,income_max,is_display_income,job_detail,job_summary,is_open_ended,open_date,end_date,is_created_new_pool,candidate_pool_id,is_published,is_actiive,job_post_status,Working_time,created_by,created_at,updated_by,updated_at
JOB-202600633,COMP-202600010,รับสมัคร Project Manager / Scrum Master (ผู้จัดการโครงการ),3,ผู้จัดการโครงการ,Project Manager / Scrum Master,Business,Marketing,1,14,14,14,1,2,35200,43200,True,"We are looking for a Digital Marketer who can contribute from day one, communicate clearly, and work with technologies such as Social Media Marketing, SEO, Meta Ads (Facebook/Instagram), Presentation. Experience with team delivery, execution quality, and continuous improvement is strongly preferred.","Responsible for delivering outcomes as a Digital Marketer using Social Media Marketing, SEO, Meta Ads (Facebook/Instagram), Presentation and collaborating with cross-functional teams.",True,2026-03-13,2026-07-05,True,POOL-0004,True,True,open,5 ชั่วโมง/วัน,SYSTEM_ADMIN,2026-03-23 10:00:00,SYSTEM_ADMIN,2026-03-23 10:00:00
JOB-202600634,COMP-202600007,รับสมัคร System Analyst (SA) (นักวิเคราะห์ระบบ),9,นักวิเคราะห์ระบบ,System Analyst (SA),Business,Finance,2,4,4,4,1,1,76800,94400,False,"We are looking for a Accountant who can contribute from day one, communicate clearly, and work with technologies such as Communication, Budgeting & Forecasting, Detail-Oriented, Internal Controls. Experience with team delivery, execution quality, and continuous improvement is strongly preferred.","Responsible for delivering outcomes as a Accountant using Communication, Budgeting & Forecasting, Detail-Oriented, Internal Controls and collaborating with cross-functional teams.",True,2026-01-31,2026-04-02,True,POOL-0004,False,True,draft,4 ชั่วโมง/วัน,SYSTEM_ADMIN,2026-03-23 10:00:00,SYSTEM_ADMIN,2026-03-23 10:00:00
JOB-202600635,COMP-202600009,รับสมัคร Data Scientist (นักวิทยาศาสตร์ข้อมูล),5,นักวิทยาศาสตร์ข้อมูล,Data Scientist,Business,Analytics,1,6,6,6,1,3,69600,86400,False,"We are looking for a Data Scientist who can contribute from day one, communicate clearly, and work with technologies such as Python, A/B Testing, Machine Learning, Statistics, Pandas. Experience with team delivery, execution quality, and continuous improvement is strongly preferred.","Responsible for delivering outcomes as a Data Scientist using Python, A/B Testing, Machine Learning, Statistics and collaborating with cross-functional teams.",True,2026-02-09,2026-05-25,True,POOL-0002,True,True,open,3 ชั่วโมง/วัน,SYSTEM_ADMIN,2026-03-23 10:00:00,SYSTEM_ADMIN,2026-03-23 10:00:00
JOB-202600636,COMP-202600008,รับสมัคร Data Scientist (นักวิทยาศาสตร์ข้อมูล),2,นักวิทยาศาสตร์ข้อมูล,Data Scientist,Business,Analytics,2,13,13,13,1,1,45600,55199,True,"We are looking for a Data Scientist who can contribute from day one, communicate clearly, and work with technologies such as Python, Scikit-learn, Statistics, SQL, Data Visualization. Experience with team delivery, execution quality, and continuous improvement is strongly preferred.","Responsible for delivering outcomes as a Data Scientist using Python, Scikit-learn, Statistics, SQL and collaborating with cross-functional teams.",False,2026-03-31,2026-07-08,True,POOL-0002,True,True,open,7 ชั่วโมง/วัน,SYSTEM_ADMIN,2026-03-23 10:00:00,SYSTEM_ADMIN,2026-03-23 10:00:00
JOB-202600637,COMP-202600007,รับสมัคร Data Scientist (นักวิทยาศาสตร์ข้อมูล),2,นักวิทยาศาสตร์ข้อมูล,Data Scientist,Business,Analytics,2,3,3,3,1,3,45600,55199,True,"We are looking for a Data Scientist who can contribute from day one, communicate clearly, and work with technologies such as Statistics, Scikit-learn, SQL, Pandas, Data Visualization. Experience with team delivery, execution quality, and continuous improvement is strongly preferred.","Responsible for delivering outcomes as a Data Scientist using Statistics, Scikit-learn, SQL, Pandas and collaborating with cross-functional teams.",True,2026-01-26,2026-04-27,True,POOL-0002,True,True,open,6 ชั่วโมง/วัน,SYSTEM_ADMIN,2026-03-23 10:00:00,SYSTEM_ADMIN,2026-03-23 10:00:00
JOB-202600638,COMP-202600009,รับสมัคร Data Analyst (นักวิเคราะห์ข้อมูล),3,นักวิเคราะห์ข้อมูล,Data Analyst,Business,Analytics,2,14,14,14,1,3,39600,48600,False,"We are looking for a Data Analyst who can contribute from day one, communicate clearly, and work with technologies such as Python, Data Visualization, Communication, Statistics, Excel. Experience with team delivery, execution quality, and continuous improvement is strongly preferred.","Responsible for delivering outcomes as a Data Analyst using Python, Data Visualization, Communication, Statistics and collaborating with cross-functional teams.",True,2026-02-02,2026-04-24,True,POOL-0002,True,True,open,4 ชั่วโมง/วัน,SYSTEM_ADMIN,2026-03-23 10:00:00,SYSTEM_ADMIN,2026-03-23 10:00:00
JOB-202600639,COMP-202600002,รับสมัคร Data Engineer (วิศวกรข้อมูล),3,วิศวกรข้อมูล,Data Engineer,IT,Engineering,2,3,3,3,3,3,50600,62100,True,"We are looking for a Data Engineer who can contribute from day one, communicate clearly, and work with technologies such as Docker, ETL, Data Engineering, BigQuery, Python. Experience with team delivery, execution quality, and continuous improvement is strongly preferred.","Responsible for delivering outcomes as a Data Engineer using Docker, ETL, Data Engineering, BigQuery and collaborating with cross-functional teams.",False,2026-02-10,2026-03-28,True,POOL-0002,True,True,open,7 ชั่วโมง/วัน,SYSTEM_ADMIN,2026-03-23 10:00:00,SYSTEM_ADMIN,2026-03-23 10:00:00
JOB-202600640,COMP-202600009,รับสมัคร Network / System Engineer (วิศวกรระบบและเครือข่าย),5,วิศวกรระบบและเครือข่าย,Network / System Engineer,IT,Operations,2,12,12,12,3,1,60900,75600,True,"We are looking for a System Engineer who can contribute from day one, communicate clearly, and work with technologies such as Monitoring, Git, Windows Server, Shell Scripting, Networking. Experience with team delivery, execution quality, and continuous improvement is strongly preferred.","Responsible for delivering outcomes as a System Engineer using Monitoring, Git, Windows Server, Shell Scripting and collaborating with cross-functional teams.",False,2026-02-25,2026-05-02,True,POOL-0001,True,True,open,8 ชั่วโมง/วัน,SYSTEM_ADMIN,2026-03-23 10:00:00,SYSTEM_ADMIN,2026-03-23 10:00:00
JOB-202600641,COMP-202600009,รับสมัคร UX/UI Designer (นักออกแบบ UX/UI),2,นักออกแบบ UX/UI,UX/UI Designer,Design,Product Design,1,5,5,5,3,1,33250,40250,False,"We are looking for a UX/UI Designer who can contribute from day one, communicate clearly, and work with technologies such as User Research, Prototyping, Presentation, Figma. Experience with team delivery, execution quality, and continuous improvement is strongly preferred.","Responsible for delivering outcomes as a UX/UI Designer using User Research, Prototyping, Presentation, Figma and collaborating with cross-functional teams.",True,2026-03-20,2026-05-09,True,POOL-0005,True,True,open,6 ชั่วโมง/วัน,SYSTEM_ADMIN,2026-03-23 10:00:00,SYSTEM_ADMIN,2026-03-23 10:00:00
JOB-202600642,COMP-202600007,รับสมัคร Data Engineer (วิศวกรข้อมูล),6,วิศวกรข้อมูล,Data Engineer,IT,Engineering,2,1,1,1,1,1,78200,96600,True,"We are looking for a Data Engineer who can contribute from day one, communicate clearly, and work with technologies such as Airflow, Problem Solving, ETL, SQL. Experience with team delivery, execution quality, and continuous improvement is strongly preferred.","Responsible for delivering outcomes as a Data Engineer using Airflow, Problem Solving, ETL, SQL and collaborating with cross-functional teams.",True,2026-02-24,2026-04-22,True,POOL-0002,True,True,open,8 ชั่วโมง/วัน,SYSTEM_ADMIN,2026-03-23 10:00:00,SYSTEM_ADMIN,2026-03-23 10:00:00
JOB-202600643,COMP-202600003,รับสมัคร Data Scientist (นักวิทยาศาสตร์ข้อมูล),3,นักวิทยาศาสตร์ข้อมูล,Data Scientist,Business,Analytics,1,12,12,12,5,1,52800,64800,True,"We are looking for a Data Scientist who can contribute from day one, communicate clearly, and work with technologies such as SQL, Tableau, Statistics, Feature Engineering, Pandas. Experience with team delivery, execution quality, and continuous improvement is strongly preferred.","Responsible for delivering outcomes as a Data Scientist using SQL, Tableau, Statistics, Feature Engineering and collaborating with cross-functional teams.",True,2026-03-02,2026-05-31,True,POOL-0002,True,True,open,3 ชั่วโมง/วัน,SYSTEM_ADMIN,2026-03-23 10:00:00,SYSTEM_ADMIN,2026-03-23 10:00:00
JOB-202600644,COMP-202600001,รับสมัคร DevOps Engineer (วิศวกร DevOps),2,วิศวกร DevOps,DevOps Engineer,IT,Infrastructure,1,4,4,4,1,1,47500,57499,True,"We are looking for a DevOps Engineer who can contribute from day one, communicate clearly, and work with technologies such as Security, GitHub Actions, Kubernetes, AWS, Ansible. Experience with team delivery, execution quality, and continuous improvement is strongly preferred.","Responsible for delivering outcomes as a DevOps Engineer using Security, GitHub Actions, Kubernetes, AWS and collaborating with cross-functional teams.",False,2026-02-16,2026-06-04,True,POOL-0003,False,True,draft,8 ชั่วโมง/วัน,SYSTEM_ADMIN,2026-03-23 10:00:00,SYSTEM_ADMIN,2026-03-23 10:00:00
JOB-202600645,COMP-202600010,รับสมัคร Data Scientist (นักวิทยาศาสตร์ข้อมูล),4,นักวิทยาศาสตร์ข้อมูล,Data Scientist,Business,Analytics,1,1,1,1,6,2,60000,74400,False,"We are looking for a Data Scientist who can contribute from day one, communicate clearly, and work with technologies such as Statistics, Tableau, Data Visualization, SQL, A/B Testing. Experience with team delivery, execution quality, and continuous improvement is strongly preferred.","Responsible for delivering outcomes as a Data Scientist using Statistics, Tableau, Data Visualization, SQL and collaborating with cross-functional teams.",True,2026-01-07,2026-04-09,True,POOL-0002,True,True,open,7 ชั่วโมง/วัน,SYSTEM_ADMIN,2026-03-23 10:00:00,SYSTEM_ADMIN,2026-03-23 10:00:00
JOB-202600646,COMP-202600006,รับสมัคร Back-end Developer (นักพัฒนา Back-end),6,นักพัฒนา Back-end,Back-end Developer,IT,Development,1,13,13,13,3,1,59500,73500,True,"We are looking for a Web Developer who can contribute from day one, communicate clearly, and work with technologies such as Docker, Git, TypeScript, HTML, REST API. Experience with team delivery, execution quality, and continuous improvement is strongly preferred.","Responsible for delivering outcomes as a Web Developer using Docker, Git, TypeScript, HTML and collaborating with cross-functional teams.",True,2026-01-21,2026-03-08,True,POOL-0001,True,True,open,6 ชั่วโมง/วัน,SYSTEM_ADMIN,2026-03-23 10:00:00,SYSTEM_ADMIN,2026-03-23 10:00:00
JOB-202600647,COMP-202600006,รับสมัคร Network / System Engineer (วิศวกรระบบและเครือข่าย),1,วิศวกรระบบและเครือข่าย,Network / System Engineer,IT,Operations,1,3,3,3,3,3,35700,44100,True,"We are looking for a System Engineer who can contribute from day one, communicate clearly, and work with technologies such as Git, Networking, Windows Server, Monitoring. Experience with team delivery, execution quality, and continuous improvement is strongly preferred.","Responsible for delivering outcomes as a System Engineer using Git, Networking, Windows Server, Monitoring and collaborating with cross-functional teams.",False,2026-03-21,2026-05-23,True,POOL-0001,False,True,draft,3 ชั่วโมง/วัน,SYSTEM_ADMIN,2026-03-23 10:00:00,SYSTEM_ADMIN,2026-03-23 10:00:00
JOB-202600648,COMP-202600002,รับสมัคร Data Scientist (นักวิทยาศาสตร์ข้อมูล),5,นักวิทยาศาสตร์ข้อมูล,Data Scientist,Business,Analytics,1,14,14,14,1,3,69600,86400,False,"We are looking for a Data Scientist who can contribute from day one, communicate clearly, and work with technologies such as Scikit-learn, Tableau, Machine Learning, Pandas, Python. Experience with team delivery, execution quality, and continuous improvement is strongly preferred.","Responsible for delivering outcomes as a Data Scientist using Scikit-learn, Tableau, Machine Learning, Pandas and collaborating with cross-functional teams.",True,2026-02-19,2026-04-27,True,POOL-0002,True,True,open,6 ชั่วโมง/วัน,SYSTEM_ADMIN,2026-03-23 10:00:00,SYSTEM_ADMIN,2026-03-23 10:00:00
JOB-202600649,COMP-202600008,รับสมัคร Full Stack Developer (นักพัฒนา Full Stack),5,นักพัฒนา Full Stack,Full Stack Developer,IT,Development,2,4,4,4,1,2,50750,63000,True,"We are looking for a Web Developer who can contribute from day one, communicate clearly, and work with technologies such as SQL, JavaScript, REST API, HTML. Experience with team delivery, execution quality, and continuous improvement is strongly preferred.","Responsible for delivering outcomes as a Web Developer using SQL, JavaScript, REST API, HTML and collaborating with cross-functional teams.",True,2026-03-08,2026-05-23,True,POOL-0001,True,True,open,8 ชั่วโมง/วัน,SYSTEM_ADMIN,2026-03-23 10:00:00,SYSTEM_ADMIN,2026-03-23 10:00:00
JOB-202600650,COMP-202600004,รับสมัคร Data Engineer (วิศวกรข้อมูล),1,วิศวกรข้อมูล,Data Engineer,IT,Engineering,2,3,3,3,1,3,39100,48300,True,"We are looking for a Data Engineer who can contribute from day one, communicate clearly, and work with technologies such as Spark, Airflow, Docker, ETL, BigQuery. Experience with team delivery, execution quality, and continuous improvement is strongly preferred.","Responsible for delivering outcomes as a Data Engineer using Spark, Airflow, Docker, ETL and collaborating with cross-functional teams.",False,2026-03-23,2026-06-19,True,POOL-0002,True,True,closed,6 ชั่วโมง/วัน,SYSTEM_ADMIN,2026-03-23 10:00:00,SYSTEM_ADMIN,2026-03-23 10:00:00
JOB-202600651,COMP-202600001,รับสมัคร Data Scientist (นักวิทยาศาสตร์ข้อมูล),3,นักวิทยาศาสตร์ข้อมูล,Data Scientist,Business,Analytics,2,5,5,5,3,3,52800,64800,True,"We are looking for a Data Scientist who can contribute from day one, communicate clearly, and work with technologies such as Data Visualization, Python, Feature Engineering, Machine Learning, Pandas. Experience with team delivery, execution quality, and continuous improvement is strongly preferred.","Responsible for delivering outcomes as a Data Scientist using Data Visualization, Python, Feature Engineering, Machine Learning and collaborating with cross-functional teams.",False,2026-02-23,2026-04-23,True,POOL-0002,True,True,open,6 ชั่วโมง/วัน,SYSTEM_ADMIN,2026-03-23 10:00:00,SYSTEM_ADMIN,2026-03-23 10:00:00
JOB-202600652,COMP-202600008,รับสมัคร Data Engineer (วิศวกรข้อมูล),3,วิศวกรข้อมูล,Data Engineer,IT,Engineering,1,7,7,7,1,3,50600,62100,True,"We are looking for a Data Engineer who can contribute from day one, communicate clearly, and work with technologies such as AWS, Airflow, Python, Problem Solving. Experience with team delivery, execution quality, and continuous improvement is strongly preferred.","Responsible for delivering outcomes as a Data Engineer using AWS, Airflow, Python, Problem Solving and collaborating with cross-functional teams.",True,2026-02-18,2026-05-21,True,POOL-0002,True,True,open,7 ชั่วโมง/วัน,SYSTEM_ADMIN,2026-03-23 10:00:00,SYSTEM_ADMIN,2026-03-23 10:00:00
JOB-202600653,COMP-202600005,รับสมัคร Front-end Developer (นักพัฒนา Front-end),6,นักพัฒนา Front-end,Front-end Developer,IT,Development,2,10,10,10,1,1,59500,73500,True,"We are looking for a Web Developer who can contribute from day one, communicate clearly, and work with technologies such as Git, TypeScript, SQL, Docker, HTML. Experience with team delivery, execution quality, and continuous improvement is strongly preferred.","Responsible for delivering outcomes as a Web Developer using Git, TypeScript, SQL, Docker and collaborating with cross-functional teams.",True,2026-01-25,2026-03-23,True,POOL-0001,True,True,open,8 ชั่วโมง/วัน,SYSTEM_ADMIN,2026-03-23 10:00:00,SYSTEM_ADMIN,2026-03-23 10:00:00
JOB-202600654,COMP-202600003,รับสมัคร Front-end Developer (นักพัฒนา Front-end),6,นักพัฒนา Front-end,Front-end Developer,IT,Development,1,8,8,8,1,3,61200,75600,False,"We are looking for a Programmer who can contribute from day one, communicate clearly, and work with technologies such as Node.js, Docker, OOP, SQL. Experience with team delivery, execution quality, and continuous improvement is strongly preferred.","Responsible for delivering outcomes as a Programmer using Node.js, Docker, OOP, SQL and collaborating with cross-functional teams.",False,2026-02-08,2026-05-31,True,POOL-0001,False,True,draft,8 ชั่วโมง/วัน,SYSTEM_ADMIN,2026-03-23 10:00:00,SYSTEM_ADMIN,2026-03-23 10:00:00
JOB-202600655,COMP-202600004,รับสมัคร Network / System Engineer (วิศวกรระบบและเครือข่าย),5,วิศวกรระบบและเครือข่าย,Network / System Engineer,IT,Operations,2,9,9,9,3,1,60900,75600,True,"We are looking for a System Engineer who can contribute from day one, communicate clearly, and work with technologies such as Shell Scripting, Networking, Monitoring, Windows Server, Problem Solving. Experience with team delivery, execution quality, and continuous improvement is strongly preferred.","Responsible for delivering outcomes as a System Engineer using Shell Scripting, Networking, Monitoring, Windows Server and collaborating with cross-functional teams.",True,2026-01-30,2026-03-27,True,POOL-0001,True,True,closed,4 ชั่วโมง/วัน,SYSTEM_ADMIN,2026-03-23 10:00:00,SYSTEM_ADMIN,2026-03-23 10:00:00
JOB-202600656,COMP-202600001,รับสมัคร Data Scientist (นักวิทยาศาสตร์ข้อมูล),2,นักวิทยาศาสตร์ข้อมูล,Data Scientist,Business,Analytics,2,11,11,11,1,2,45600,55199,False,"We are looking for a Data Scientist who can contribute from day one, communicate clearly, and work with technologies such as Feature Engineering, Data Visualization, Scikit-learn, Python, Pandas. Experience with team delivery, execution quality, and continuous improvement is strongly preferred.","Responsible for delivering outcomes as a Data Scientist using Feature Engineering, Data Visualization, Scikit-learn, Python and collaborating with cross-functional teams.",False,2026-03-17,2026-06-12,True,POOL-0002,True,True,open,7 ชั่วโมง/วัน,SYSTEM_ADMIN,2026-03-23 10:00:00,SYSTEM_ADMIN,2026-03-23 10:00:00
JOB-202600657,COMP-202600009,รับสมัคร Data Analyst (นักวิเคราะห์ข้อมูล),4,นักวิเคราะห์ข้อมูล,Data Analyst,Business,Analytics,2,3,3,3,2,2,45000,55800,True,"We are looking for a Data Analyst who can contribute from day one, communicate clearly, and work with technologies such as Presentation, Data Visualization, SQL, Communication. Experience with team delivery, execution quality, and continuous improvement is strongly preferred.","Responsible for delivering outcomes as a Data Analyst using Presentation, Data Visualization, SQL, Communication and collaborating with cross-functional teams.",False,2026-03-23,2026-07-12,True,POOL-0002,True,True,open,6 ชั่วโมง/วัน,SYSTEM_ADMIN,2026-03-23 10:00:00,SYSTEM_ADMIN,2026-03-23 10:00:00
JOB-202600658,COMP-202600008,รับสมัคร Data Scientist (นักวิทยาศาสตร์ข้อมูล),6,นักวิทยาศาสตร์ข้อมูล,Data Scientist,Business,Analytics,1,12,12,12,1,3,81600,100800,False,"We are looking for a Data Scientist who can contribute from day one, communicate clearly, and work with technologies such as SQL, Tableau, Python, Machine Learning, Pandas. Experience with team delivery, execution quality, and continuous improvement is strongly preferred.","Responsible for delivering outcomes as a Data Scientist using SQL, Tableau, Python, Machine Learning and collaborating with cross-functional teams.",True,2026-01-25,2026-05-20,True,POOL-0002,True,True,open,6 ชั่วโมง/วัน,SYSTEM_ADMIN,2026-03-23 10:00:00,SYSTEM_ADMIN,2026-03-23 10:00:00
JOB-202600659,COMP-202600003,รับสมัคร Data Engineer (วิศวกรข้อมูล),3,วิศวกรข้อมูล,Data Engineer,IT,Engineering,2,6,6,6,3,3,50600,62100,False,"We are looking for a Data Engineer who can contribute from day one, communicate clearly, and work with technologies such as ETL, Docker, Problem Solving, Spark. Experience with team delivery, execution quality, and continuous improvement is strongly preferred.","Responsible for delivering outcomes as a Data Engineer using ETL, Docker, Problem Solving, Spark and collaborating with cross-functional teams.",False,2026-01-07,2026-04-01,True,POOL-0002,True,True,closed,6 ชั่วโมง/วัน,SYSTEM_ADMIN,2026-03-23 10:00:00,SYSTEM_ADMIN,2026-03-23 10:00:00
JOB-202600660,COMP-202600003,รับสมัคร DevOps Engineer (วิศวกร DevOps),10,วิศวกร DevOps,DevOps Engineer,IT,Infrastructure,1,4,4,4,1,1,140000,170000,True,"We are looking for a DevOps Engineer who can contribute from day one, communicate clearly, and work with technologies such as Security, CI/CD, Monitoring, Linux. Experience with team delivery, execution quality, and continuous improvement is strongly preferred.","Responsible for delivering outcomes as a DevOps Engineer using Security, CI/CD, Monitoring, Linux and collaborating with cross-functional teams.",True,2026-01-27,2026-03-18,True,POOL-0003,True,True,closed,6 ชั่วโมง/วัน,SYSTEM_ADMIN,2026-03-23 10:00:00,SYSTEM_ADMIN,2026-03-23 10:00:00
JOB-202600661,COMP-202600009,รับสมัคร Data Analyst (นักวิเคราะห์ข้อมูล),5,นักวิเคราะห์ข้อมูล,Data Analyst,Business,Analytics,1,14,14,14,1,1,52200,64800,False,"We are looking for a Data Analyst who can contribute from day one, communicate clearly, and work with technologies such as Statistics, Python, Power BI, Data Visualization, Tableau. Experience with team delivery, execution quality, and continuous improvement is strongly preferred.","Responsible for delivering outcomes as a Data Analyst using Statistics, Python, Power BI, Data Visualization and collaborating with cross-functional teams.",True,2026-03-25,2026-06-20,True,POOL-0002,True,True,open,3 ชั่วโมง/วัน,SYSTEM_ADMIN,2026-03-23 10:00:00,SYSTEM_ADMIN,2026-03-23 10:00:00
JOB-202600662,COMP-202600004,รับสมัคร Back-end Developer (นักพัฒนา Back-end),4,นักพัฒนา Back-end,Back-end Developer,IT,Development,1,2,2,2,4,3,45000,55800,True,"We are looking for a Programmer who can contribute from day one, communicate clearly, and work with technologies such as REST API, Node.js, JavaScript, Git, Python. Experience with team delivery, execution quality, and continuous improvement is strongly preferred.","Responsible for delivering outcomes as a Programmer using REST API, Node.js, JavaScript, Git and collaborating with cross-functional teams.",True,2026-01-16,2026-03-30,True,POOL-0001,True,True,open,8 ชั่วโมง/วัน,SYSTEM_ADMIN,2026-03-23 10:00:00,SYSTEM_ADMIN,2026-03-23 10:00:00
JOB-202600663,COMP-202600006,รับสมัคร Software Tester / QA (นักทดสอบซอฟต์แวร์),4,นักทดสอบซอฟต์แวร์,Software Tester / QA,IT,Support,1,12,12,12,1,1,35000,43400,True,"We are looking for a IT Support who can contribute from day one, communicate clearly, and work with technologies such as Network Troubleshooting, Problem Solving, VPN, Windows Server. Experience with team delivery, execution quality, and continuous improvement is strongly preferred.","Responsible for delivering outcomes as a IT Support using Network Troubleshooting, Problem Solving, VPN, Windows Server and collaborating with cross-functional teams.",True,2026-03-25,2026-07-22,True,POOL-0003,True,True,open,5 ชั่วโมง/วัน,SYSTEM_ADMIN,2026-03-23 10:00:00,SYSTEM_ADMIN,2026-03-23 10:00:00
JOB-202600664,COMP-202600007,รับสมัคร UX/UI Designer (นักออกแบบ UX/UI),1,นักออกแบบ UX/UI,UX/UI Designer,Business,Marketing,1,2,2,2,3,2,27200,33600,True,"We are looking for a Digital Marketer who can contribute from day one, communicate clearly, and work with technologies such as Google Ads, Communication, Email Marketing, SEO. Experience with team delivery, execution quality, and continuous improvement is strongly preferred.","Responsible for delivering outcomes as a Digital Marketer using Google Ads, Communication, Email Marketing, SEO and collaborating with cross-functional teams.",False,2026-03-31,2026-05-29,True,POOL-0004,True,True,closed,7 ชั่วโมง/วัน,SYSTEM_ADMIN,2026-03-23 10:00:00,SYSTEM_ADMIN,2026-03-23 10:00:00
JOB-202600665,COMP-202600010,รับสมัคร AI / Machine Learning Engineer (วิศวกร AI/ML),5,วิศวกร AI/ML,AI / Machine Learning Engineer,Engineering,Construction,2,9,9,9,1,4,55100,68400,False,"We are looking for a Civil Engineer who can contribute from day one, communicate clearly, and work with technologies such as BOQ Estimation, Negotiation, Structural Design, Construction Management. Experience with team delivery, execution quality, and continuous improvement is strongly preferred.","Responsible for delivering outcomes as a Civil Engineer using BOQ Estimation, Negotiation, Structural Design, Construction Management and collaborating with cross-functional teams.",False,2026-03-31,2026-06-02,True,POOL-0005,False,True,draft,8 ชั่วโมง/วัน,SYSTEM_ADMIN,2026-03-23 10:00:00,SYSTEM_ADMIN,2026-03-23 10:00:00
JOB-202600666,COMP-202600010,รับสมัคร Cybersecurity Analyst (นักวิเคราะห์ความปลอดภัยไซเบอร์),6,นักวิเคราะห์ความปลอดภัยไซเบอร์,Cybersecurity Analyst,IT,Security,1,9,9,9,3,3,79900,98700,True,"We are looking for a Cybersecurity Analyst who can contribute from day one, communicate clearly, and work with technologies such as Python, Security, Firewall Configuration, Risk Assessment, Incident Response. Experience with team delivery, execution quality, and continuous improvement is strongly preferred.","Responsible for delivering outcomes as a Cybersecurity Analyst using Python, Security, Firewall Configuration, Risk Assessment and collaborating with cross-functional teams.",True,2026-01-31,2026-05-20,True,POOL-0003,False,True,draft,4 ชั่วโมง/วัน,SYSTEM_ADMIN,2026-03-23 10:00:00,SYSTEM_ADMIN,2026-03-23 10:00:00
JOB-202600667,COMP-202600010,รับสมัคร Network / System Engineer (วิศวกรระบบและเครือข่าย),8,วิศวกรระบบและเครือข่าย,Network / System Engineer,IT,Operations,1,8,8,8,1,1,88200,109200,True,"We are looking for a System Engineer who can contribute from day one, communicate clearly, and work with technologies such as Active Directory, Problem Solving, Python, Linux, Git. Experience with team delivery, execution quality, and continuous improvement is strongly preferred.","Responsible for delivering outcomes as a System Engineer using Active Directory, Problem Solving, Python, Linux and collaborating with cross-functional teams.",True,2026-03-01,2026-06-26,True,POOL-0001,True,True,open,5 ชั่วโมง/วัน,SYSTEM_ADMIN,2026-03-23 10:00:00,SYSTEM_ADMIN,2026-03-23 10:00:00
JOB-202600668,COMP-202600009,รับสมัคร QA Automation Engineer (วิศวกร QA อัตโนมัติ),2,วิศวกร QA อัตโนมัติ,QA Automation Engineer,IT,Support,2,1,1,1,5,1,26600,32199,False,"We are looking for a IT Support who can contribute from day one, communicate clearly, and work with technologies such as Customer Service, Office 365, Helpdesk Support, Problem Solving, Network Troubleshooting. Experience with team delivery, execution quality, and continuous improvement is strongly preferred.","Responsible for delivering outcomes as a IT Support using Customer Service, Office 365, Helpdesk Support, Problem Solving and collaborating with cross-functional teams.",False,2026-03-01,2026-06-23,True,POOL-0003,True,True,open,5 ชั่วโมง/วัน,SYSTEM_ADMIN,2026-03-23 10:00:00,SYSTEM_ADMIN,2026-03-23 10:00:00
JOB-202600669,COMP-202600006,รับสมัคร Data Analyst (นักวิเคราะห์ข้อมูล),2,นักวิเคราะห์ข้อมูล,Data Analyst,Business,Finance,2,9,9,9,3,1,30400,36800,False,"We are looking for a Accountant who can contribute from day one, communicate clearly, and work with technologies such as Problem Solving, Excel (Advanced), Detail-Oriented, Financial Reporting, Budgeting & Forecasting. Experience with team delivery, execution quality, and continuous improvement is strongly preferred.","Responsible for delivering outcomes as a Accountant using Problem Solving, Excel (Advanced), Detail-Oriented, Financial Reporting and collaborating with cross-functional teams.",False,2026-01-18,2026-05-15,True,POOL-0004,True,True,closed,6 ชั่วโมง/วัน,SYSTEM_ADMIN,2026-03-23 10:00:00,SYSTEM_ADMIN,2026-03-23 10:00:00
JOB-202600670,COMP-202600005,รับสมัคร Cloud Engineer (วิศวกร Cloud),4,วิศวกร Cloud,Cloud Engineer,Engineering,Construction,1,3,3,3,5,1,47500,58900,True,"We are looking for a Civil Engineer who can contribute from day one, communicate clearly, and work with technologies such as Project Management, AutoCAD, Site Supervision, Structural Design. Experience with team delivery, execution quality, and continuous improvement is strongly preferred.","Responsible for delivering outcomes as a Civil Engineer using Project Management, AutoCAD, Site Supervision, Structural Design and collaborating with cross-functional teams.",False,2026-02-08,2026-04-02,True,POOL-0005,True,True,open,4 ชั่วโมง/วัน,SYSTEM_ADMIN,2026-03-23 10:00:00,SYSTEM_ADMIN,2026-03-23 10:00:00
JOB-202600671,COMP-202600004,รับสมัคร Back-end Developer (นักพัฒนา Back-end),4,นักพัฒนา Back-end,Back-end Developer,IT,Development,2,10,10,10,5,3,43750,54250,True,"We are looking for a Web Developer who can contribute from day one, communicate clearly, and work with technologies such as HTML, Node.js, JavaScript, Docker. Experience with team delivery, execution quality, and continuous improvement is strongly preferred.","Responsible for delivering outcomes as a Web Developer using HTML, Node.js, JavaScript, Docker and collaborating with cross-functional teams.",False,2026-01-07,2026-02-24,True,POOL-0001,True,True,open,3 ชั่วโมง/วัน,SYSTEM_ADMIN,2026-03-23 10:00:00,SYSTEM_ADMIN,2026-03-23 10:00:00
