job_candidate_id,learner_id,job_post_id,candidate_pool_id,candidate_status,source,resume_id,other_documenet_path,other_document_name,other_document_type,other_document_size,is_archived,job_candidate_tag_id,created_by,created_at,updated_by,updated_at
JC519A95AC51D54AF6,LNR-202602640,JOB-202602157,POOL-0001,rejected,pool,RSMDB3B1A9B7D9146B2,,,,,False,,SYSTEM_ADMIN,2026-03-23 10:00:00,SYSTEM_ADMIN,2026-03-23 10:00:00
JC970ADA1F563342E3,LNR-202601867,JOB-202602331,POOL-0004,rejected,direct_apply,RSMCC10DDA91CAA44C4,,,,,False,,SYSTEM_ADMIN,2026-03-23 10:00:00,SYSTEM_ADMIN,2026-03-23 10:00:00
JC2CE9D108EE3C4973,LNR-202603331,JOB-202601583,POOL-0004,offer,pool,RSM0DCB8665B5984537,,,,,False,,SYSTEM_ADMIN,2026-03-23 10:00:00,SYSTEM_ADMIN,2026-03-23 10:00:00
JC3D16A9655E804FD6,LNR-202607833,JOB-202602779,POOL-0005,interview,pool,RSM8740DADA944149F8,,,,,False,,SYSTEM_ADMIN,2026-03-23 10:00:00,SYSTEM_ADMIN,2026-03-23 10:00:00
JC0B355C67AE7A4788,LNR-202604117,JOB-202600926,POOL-0002,interview,direct_apply,RSMF353C42358314F40,,,,,False,,SYSTEM_ADMIN,2026-03-23 10:00:00,SYSTEM_ADMIN,2026-03-23 10:00:00
JC53F4A78391E64AB9,LNR-202607652,JOB-202600111,POOL-0003,hired,recommendation,RSM9E600314AEC7432B,,,,,False,,SYSTEM_ADMIN,2026-03-23 10:00:00,SYSTEM_ADMIN,2026-03-23 10:00:00
JC5234490518644D62,LNR-202609015,JOB-202602192,POOL-0004,screening,direct_apply,RSM2A3489A8383A4F91,,,,,False,,SYSTEM_ADMIN,2026-03-23 10:00:00,SYSTEM_ADMIN,2026-03-23 10:00:00
JC1DD063381DE34AA0,LNR-202603483,JOB-202602700,POOL-0003,screening,pool,RSM8BFC94754E014015,,,,,False,,SYSTEM_ADMIN,2026-03-23 10:00:00,SYSTEM_ADMIN,2026-03-23 10:00:00
JC7D96D193CEE94E14,LNR-202607815,JOB-202601402,POOL-0001,applied,direct_apply,RSME2EE7FDDE3C645C3,,,,,False,,SYSTEM_ADMIN,2026-03-23 10:00:00,SYSTEM_ADMIN,2026-03-23 10:00:00
JC50FA7F9523604CE3,LNR-202603779,JOB-202601123,POOL-0005,interview,recommendation,RSM0F710A124CCA4604,,,,,False,,SYSTEM_ADMIN,2026-03-23 10:00:00,SYSTEM_ADMIN,2026-03-23 10:00:00
JC5597C4C421F04E4F,LNR-202603249,JOB-202601624,POOL-0005,interview,recommendation,RSM46A885AF6099463C,,,,,False,,SYSTEM_ADMIN,2026-03-23 10:00:00,SYSTEM_ADMIN,2026-03-23 10:00:00
JCDD9EA49BFE324433,LNR-202600110,JOB-202602255,POOL-0003,screening,direct_apply,RSM100F0441F18E42D3,,,,,False,,SYSTEM_ADMIN,2026-03-23 10:00:00,SYSTEM_ADMIN,2026-03-23 10:00:00
JCA095BFD8AC3C474C,LNR-202604457,JOB-202602113,POOL-0003,hired,pool,RSMBF9E7B2E0B6B44AB,,,,,False,,SYSTEM_ADMIN,2026-03-23 10:00:00,SYSTEM_ADMIN,2026-03-23 10:00:00
JCEDE203C585D74EDD,LNR-202602609,JOB-202601916,POOL-0003,rejected,direct_apply,RSM5B7FA407888B46C1,,,,,False,,SYSTEM_ADMIN,2026-03-23 10:00:00,SYSTEM_ADMIN,2026-03-23 10:00:00
JC1CC185AAD1694E01,LNR-202607408,JOB-202602065,POOL-0003,hired,recommendation,RSM14F3C5B4866348E4,,,,,False,,SYSTEM_ADMIN,2026-03-23 10:00:00,SYSTEM_ADMIN,2026-03-23 10:00:00
JC818E81D0F41D4DE1,LNR-202601441,JOB-202600843,POOL-0004,applied,direct_apply,RSMD58258B082344BBB,,,,,False,,SYSTEM_ADMIN,2026-03-23 10:00:00,SYSTEM_ADMIN,2026-03-23 10:00:00
JC251AC3A3BD334603,LNR-202609711,JOB-202602291,POOL-0004,rejected,direct_apply,RSM6709D4E12B894EB1,,,,,False,,SYSTEM_ADMIN,2026-03-23 10:00:00,SYSTEM_ADMIN,2026-03-23 10:00:00
JCB3C0B8F75ABF4E24,LNR-202605543,JOB-202601426,POOL-0005,hired,recommendation,RSM7ADF18EE43F4458B,,,,,False,,SYSTEM_ADMIN,2026-03-23 10:00:00,SYSTEM_ADMIN,2026-03-23 10:00:00
JCFB68CB58462E4B48,LNR-202605173,JOB-202602725,POOL-0004,interview,recommendation,RSMCC266C531701404E,,,,,False,,SYSTEM_ADMIN,2026-03-23 10:00:00,SYSTEM_ADMIN,2026-03-23 10:00:00
JCF27554048E834B97,LNR-202601329,JOB-202602273,POOL-0001,rejected,direct_apply,RSMD9EE38210FE740EA,,,,,False,,SYSTEM_ADMIN,2026-03-23 10:00:00,SYSTEM_ADMIN,2026-03-23 10:00:00
JCE5B331CDC3F144B6,LNR-202606002,JOB-202600968,POOL-0004,applied,direct_apply,RSMF9918472992D40AE,,,,,False,,SYSTEM_ADMIN,2026-03-23 10:00:00,SYSTEM_ADMIN,2026-03-23 10:00:00
JC53EF6AE3178A4EA5,LNR-202607506,JOB-202601812,POOL-0004,hired,recommendation,RSMC6DEFDAC7BC6491D,,,,,False,,SYSTEM_ADMIN,2026-03-23 10:00:00,SYSTEM_ADMIN,2026-03-23 10:00:00
JCD199C50D438E48B5,LNR-202606262,JOB-202602033,POOL-0003,rejected,direct_apply,RSM7BA5E0820E7E44D0,,,,,False,,SYSTEM_ADMIN,2026-03-23 10:00:00,SYSTEM_ADMIN,2026-03-23 10:00:00
JC9ED706AF6B1B42B4,LNR-202600898,JOB-202601688,POOL-0004,interview,direct_apply,RSM7571DE2C85DE457C,,,,,False,,SYSTEM_ADMIN,2026-03-23 10:00:00,SYSTEM_ADMIN,2026-03-23 10:00:00
JC219E675573384832,LNR-202609792,JOB-202600123,POOL-0003,applied,pool,RSM832EEDB605C84B95,,,,,False,,SYSTEM_ADMIN,2026-03-23 10:00:00,SYSTEM_ADMIN,2026-03-23 10:00:00
JC77A419970F76409B,LNR-202607751,JOB-202600529,POOL-0004,applied,direct_apply,RSM2502150CA4C14D98,,,,,False,,SYSTEM_ADMIN,2026-03-23 10:00:00,SYSTEM_ADMIN,2026-03-23 10:00:00
JC63E075709AE8452E,LNR-202606934,JOB-202601176,POOL-0002,hired,recommendation,RSMAA1D3F1EED5543B0,,,,,False,,SYSTEM_ADMIN,2026-03-23 10:00:00,SYSTEM_ADMIN,2026-03-23 10:00:00
JCC705C971112F4ACF,LNR-202601302,JOB-202601483,POOL-0004,interview,direct_apply,RSMA26F14707A1449E5,,,,,False,,SYSTEM_ADMIN,2026-03-23 10:00:00,SYSTEM_ADMIN,2026-03-23 10:00:00
JC267E983A64E843C8,LNR-202600163,JOB-202600543,POOL-0005,applied,recommendation,RSM92D7B07184E04BA2,,,,,False,,SYSTEM_ADMIN,2026-03-23 10:00:00,SYSTEM_ADMIN,2026-03-23 10:00:00
JC33C14825A51748DA,LNR-202608519,JOB-202600989,POOL-0005,offer,pool,RSM9E653791A2E54330,,,,,False,,SYSTEM_ADMIN,2026-03-23 10:00:00,SYSTEM_ADMIN,2026-03-23 10:00:00
JC93131B1F8A4C4F85,LNR-202608693,JOB-202601132,POOL-0004,hired,direct_apply,RSMF091FAC2E0BE422C,,,,,False,,SYSTEM_ADMIN,2026-03-23 10:00:00,SYSTEM_ADMIN,2026-03-23 10:00:00
JC97D2ABA9C0724501,LNR-202601239,JOB-202602528,POOL-0005,interview,recommendation,RSMEB1B70C8C5CC446C,,,,,False,,SYSTEM_ADMIN,2026-03-23 10:00:00,SYSTEM_ADMIN,2026-03-23 10:00:00
JCC9A3AE698CDE4404,LNR-202607008,JOB-202601447,POOL-0001,applied,recommendation,RSM59F1BA52A39F4839,,,,,False,,SYSTEM_ADMIN,2026-03-23 10:00:00,SYSTEM_ADMIN,2026-03-23 10:00:00
JCFAC5BE4D52FF4DEC,LNR-202607367,JOB-202600577,POOL-0003,offer,direct_apply,RSM3373141276024574,,,,,False,,SYSTEM_ADMIN,2026-03-23 10:00:00,SYSTEM_ADMIN,2026-03-23 10:00:00
JCA322103D8AED488A,LNR-202605450,JOB-202601685,POOL-0004,hired,recommendation,RSM92400CD06A2A4226,,,,,False,,SYSTEM_ADMIN,2026-03-23 10:00:00,SYSTEM_ADMIN,2026-03-23 10:00:00
JCC7264CADF1DD4A67,LNR-202606427,JOB-202602707,POOL-0001,applied,direct_apply,RSM5C913AEE19454091,,,,,False,,SYSTEM_ADMIN,2026-03-23 10:00:00,SYSTEM_ADMIN,2026-03-23 10:00:00
JCB0A742005E3F41FF,LNR-202603328,JOB-202602575,POOL-0001,screening,direct_apply,RSM5F8CD955BC054128,,,,,False,,SYSTEM_ADMIN,2026-03-23 10:00:00,SYSTEM_ADMIN,2026-03-23 10:00:00
JC584359F2EB3043B8,LNR-202602825,JOB-202602314,POOL-0005,interview,pool,RSM6ED0895B37D94CE5,,,,,False,,SYSTEM_ADMIN,2026-03-23 10:00:00,SYSTEM_ADMIN,2026-03-23 10:00:00
JC840BBF10C3714A73,LNR-202605464,JOB-202600659,POOL-0002,applied,pool,RSM263B43D4A0AA4B0B,,,,,False,,SYSTEM_ADMIN,2026-03-23 10:00:00,SYSTEM_ADMIN,2026-03-23 10:00:00
JCAD5BE500BEFD40EA,LNR-202604470,JOB-202601254,POOL-0004,offer,direct_apply,RSM4BE5189C2B8448A7,,,,,False,,SYSTEM_ADMIN,2026-03-23 10:00:00,SYSTEM_ADMIN,2026-03-23 10:00:00
JCE6817590FE65434C,LNR-202605486,JOB-202600014,POOL-0004,interview,direct_apply,RSM960BE02C6FA94622,,,,,False,,SYSTEM_ADMIN,2026-03-23 10:00:00,SYSTEM_ADMIN,2026-03-23 10:00:00
JC42941AB73E4744F2,LNR-202600175,JOB-202600341,POOL-0005,applied,pool,RSMBBA3B0EFBA284719,,,,,False,,SYSTEM_ADMIN,2026-03-23 10:00:00,SYSTEM_ADMIN,2026-03-23 10:00:00
JC1378B6BA2F4B4F0B,LNR-202607898,JOB-202601654,POOL-0005,screening,direct_apply,RSMEB00A30EA1794263,,,,,False,,SYSTEM_ADMIN,2026-03-23 10:00:00,SYSTEM_ADMIN,2026-03-23 10:00:00
JCB173C46409A74B88,LNR-202604411,JOB-202600518,POOL-0005,hired,direct_apply,RSM7D8BD1E8F8AD4A92,,,,,False,,SYSTEM_ADMIN,2026-03-23 10:00:00,SYSTEM_ADMIN,2026-03-23 10:00:00
JCB71079AA9A764109,LNR-202601578,JOB-202601821,POOL-0004,hired,recommendation,RSMB0C0FCF7FBCD4234,,,,,False,,SYSTEM_ADMIN,2026-03-23 10:00:00,SYSTEM_ADMIN,2026-03-23 10:00:00
JC2B4C9EFAA1564042,LNR-202603086,JOB-202602545,POOL-0002,hired,pool,RSMB0EE639D729F40AE,,,,,False,,SYSTEM_ADMIN,2026-03-23 10:00:00,SYSTEM_ADMIN,2026-03-23 10:00:00
JCC330A459AA6A45B0,LNR-202606244,JOB-202601240,POOL-0001,offer,direct_apply,RSM4C465F0314A84194,,,,,False,,SYSTEM_ADMIN,2026-03-23 10:00:00,SYSTEM_ADMIN,2026-03-23 10:00:00
JC9E9D2B59D60A40FB,LNR-202605568,JOB-202601699,POOL-0002,interview,pool,RSM91F340D5E6964209,,,,,False,,SYSTEM_ADMIN,2026-03-23 10:00:00,SYSTEM_ADMIN,2026-03-23 10:00:00
JCCC39DE24BCA5413D,LNR-202605124,JOB-202601429,POOL-0002,interview,direct_apply,RSM73FB752E55C5467E,,,,,False,,SYSTEM_ADMIN,2026-03-23 10:00:00,SYSTEM_ADMIN,2026-03-23 10:00:00
JC7A05B5ED4FE34D1D,LNR-202601428,JOB-202600679,POOL-0004,offer,direct_apply,RSM119897E55062492E,,,,,False,,SYSTEM_ADMIN,2026-03-23 10:00:00,SYSTEM_ADMIN,2026-03-23 10:00:00
JC08A191FC8B334C4A,LNR-202605670,JOB-202600467,POOL-0002,screening,direct_apply,RSMBF3F910AF9664DA3,,,,,False,,SYSTEM_ADMIN,2026-03-23 10:00:00,SYSTEM_ADMIN,2026-03-23 10:00:00
JC5A4EACD2CDF94EC1,LNR-202601631,JOB-202602141,POOL-0003,applied,direct_apply,RSM8099672152004A03,,,,,False,,SYSTEM_ADMIN,2026-03-23 10:00:00,SYSTEM_ADMIN,2026-03-23 10:00:00
JC5B58F0FA176C4B99,LNR-202605287,JOB-202601806,POOL-0003,interview,direct_apply,RSM0AC88D07AE3B4C98,,,,,False,,SYSTEM_ADMIN,2026-03-23 10:00:00,SYSTEM_ADMIN,2026-03-23 10:00:00
JC27274683197E41A2,LNR-202602068,JOB-202600045,POOL-0003,applied,pool,RSMC1414E2240504A8B,,,,,False,,SYSTEM_ADMIN,2026-03-23 10:00:00,SYSTEM_ADMIN,2026-03-23 10:00:00
JCCE0351462A7B4636,LNR-202608745,JOB-202602678,POOL-0002,applied,direct_apply,RSM07F55ED57DF84219,,,,,False,,SYSTEM_ADMIN,2026-03-23 10:00:00,SYSTEM_ADMIN,2026-03-23 10:00:00
JCA7A697D523C7478E,LNR-202604679,JOB-202600424,POOL-0001,screening,direct_apply,RSMD540B1E862974F9D,,,,,False,,SYSTEM_ADMIN,2026-03-23 10:00:00,SYSTEM_ADMIN,2026-03-23 10:00:00
JC081FB3CA32E04910,LNR-202607496,JOB-202601325,POOL-0005,screening,pool,RSMD8BA63D435124F37,,,,,False,,SYSTEM_ADMIN,2026-03-23 10:00:00,SYSTEM_ADMIN,2026-03-23 10:00:00
JC0B79764B10EA4F46,LNR-202600541,JOB-202602360,POOL-0005,offer,recommendation,RSM466737B1A7734373,,,,,False,,SYSTEM_ADMIN,2026-03-23 10:00:00,SYSTEM_ADMIN,2026-03-23 10:00:00
JCC52007BAB52C44C5,LNR-202609759,JOB-202600568,POOL-0001,rejected,recommendation,RSM4A922ABB9E584680,,,,,False,,SYSTEM_ADMIN,2026-03-23 10:00:00,SYSTEM_ADMIN,2026-03-23 10:00:00
JCEBDCC712C370405E,LNR-202605260,JOB-202601443,POOL-0002,rejected,direct_apply,RSMB0716D7FBF594193,,,,,False,,SYSTEM_ADMIN,2026-03-23 10:00:00,SYSTEM_ADMIN,2026-03-23 10:00:00
JC6C46C0B0FE3D4532,LNR-202606422,JOB-202601184,POOL-0003,hired,direct_apply,RSMA4501DD660954A32,,,,,False,,SYSTEM_ADMIN,2026-03-23 10:00:00,SYSTEM_ADMIN,2026-03-23 10:00:00
JCBB46A518BF5F4326,LNR-202600911,JOB-202601551,POOL-0003,screening,pool,RSM1EF9AADEA24840A3,,,,,False,,SYSTEM_ADMIN,2026-03-23 10:00:00,SYSTEM_ADMIN,2026-03-23 10:00:00
JC9ABDE01732F24EDF,LNR-202606345,JOB-202600475,POOL-0003,screening,direct_apply,RSMF045FC5A4C4946F4,,,,,False,,SYSTEM_ADMIN,2026-03-23 10:00:00,SYSTEM_ADMIN,2026-03-23 10:00:00
JC92677698A90A4521,LNR-202607247,JOB-202602194,POOL-0002,offer,direct_apply,RSM290380DBD54E4D1B,,,,,False,,SYSTEM_ADMIN,2026-03-23 10:00:00,SYSTEM_ADMIN,2026-03-23 10:00:00
JC802F37A8C3D741C7,LNR-202601085,JOB-202602969,POOL-0001,applied,direct_apply,RSM71E77BD580744E04,,,,,False,,SYSTEM_ADMIN,2026-03-23 10:00:00,SYSTEM_ADMIN,2026-03-23 10:00:00
JCDAE2FD499C034E64,LNR-202608080,JOB-202602010,POOL-0001,interview,direct_apply,RSM5B320787A5CC495E,,,,,False,,SYSTEM_ADMIN,2026-03-23 10:00:00,SYSTEM_ADMIN,2026-03-23 10:00:00
JCF010AB53F99C44F2,LNR-202608779,JOB-202600280,POOL-0002,applied,direct_apply,RSM258EE62250774C62,,,,,False,,SYSTEM_ADMIN,2026-03-23 10:00:00,SYSTEM_ADMIN,2026-03-23 10:00:00
JC2D6D5239899940D7,LNR-202603563,JOB-202601900,POOL-0002,hired,recommendation,RSMAE02E12F578246E6,,,,,False,,SYSTEM_ADMIN,2026-03-23 10:00:00,SYSTEM_ADMIN,2026-03-23 10:00:00
JCA078B6AECCD14081,LNR-202603537,JOB-202600193,POOL-0005,hired,pool,RSMF52BB390D6B24D53,,,,,False,,SYSTEM_ADMIN,2026-03-23 10:00:00,SYSTEM_ADMIN,2026-03-23 10:00:00
JCE61C57CE9D274596,LNR-202601544,JOB-202602906,POOL-0004,offer,recommendation,RSM3EF36B377FDF43B0,,,,,False,,SYSTEM_ADMIN,2026-03-23 10:00:00,SYSTEM_ADMIN,2026-03-23 10:00:00
JCBD693714571E42CE,LNR-202607165,JOB-202600826,POOL-0003,hired,direct_apply,RSME08894C9ED8C4F54,,,,,False,,SYSTEM_ADMIN,2026-03-23 10:00:00,SYSTEM_ADMIN,2026-03-23 10:00:00
JC9E27CEF8499C4900,LNR-202603077,JOB-202601806,POOL-0003,interview,direct_apply,RSM15D9DC52C7B848CC,,,,,False,,SYSTEM_ADMIN,2026-03-23 10:00:00,SYSTEM_ADMIN,2026-03-23 10:00:00
JC70833F01FDE840BF,LNR-202601226,JOB-202601435,POOL-0002,hired,pool,RSM48489C2122074B1E,,,,,False,,SYSTEM_ADMIN,2026-03-23 10:00:00,SYSTEM_ADMIN,2026-03-23 10:00:00
JCFA8F43C903EC4126,LNR-202608437,JOB-202602607,POOL-0002,screening,direct_apply,RSMC3396390A8F345EE,,,,,False,,SYSTEM_ADMIN,2026-03-23 10:00:00,SYSTEM_ADMIN,2026-03-23 10:00:00
JCA067703927C546AD,LNR-202602119,JOB-202601147,POOL-0002,hired,direct_apply,RSM25302F87B22343E2,,,,,False,,SYSTEM_ADMIN,2026-03-23 10:00:00,SYSTEM_ADMIN,2026-03-23 10:00:00
JC12C6780BC35F4522,LNR-202600965,JOB-202602289,POOL-0002,applied,pool,RSM46C98F9E750B469F,,,,,False,,SYSTEM_ADMIN,2026-03-23 10:00:00,SYSTEM_ADMIN,2026-03-23 10:00:00
JCAD7DBE9355F14FA3,LNR-202600788,JOB-202601789,POOL-0005,interview,pool,RSM8583347607BA4B70,,,,,False,,SYSTEM_ADMIN,2026-03-23 10:00:00,SYSTEM_ADMIN,2026-03-23 10:00:00
JC7B6EDCAB4A9449C3,LNR-202605192,JOB-202601155,POOL-0005,screening,direct_apply,RSM33C396DA04274E64,,,,,False,,SYSTEM_ADMIN,2026-03-23 10:00:00,SYSTEM_ADMIN,2026-03-23 10:00:00
JC53C0473F0FBD43D6,LNR-202608345,JOB-202600494,POOL-0003,interview,direct_apply,RSM8A3CF427164441E9,,,,,False,,SYSTEM_ADMIN,2026-03-23 10:00:00,SYSTEM_ADMIN,2026-03-23 10:00:00
JCBECB882D7CC443A7,LNR-202604548,JOB-202602920,POOL-0003,applied,direct_apply,RSMD43D37F3E5464C12,,,,,False,,SYSTEM_ADMIN,2026-03-23 10:00:00,SYSTEM_ADMIN,2026-03-23 10:00:00
JCD51048F735094399,LNR-202605962,JOB-202602165,POOL-0001,applied,pool,RSM7472D771127F4352,,,,,False,,SYSTEM_ADMIN,2026-03-23 10:00:00,SYSTEM_ADMIN,2026-03-23 10:00:00
JCB00357D67B364B67,LNR-202606676,JOB-202601547,POOL-0003,interview,pool,RSM1C07E929A2074420,,,,,False,,SYSTEM_ADMIN,2026-03-23 10:00:00,SYSTEM_ADMIN,2026-03-23 10:00:00
JC2CCC1BC3BAFA4259,LNR-202600425,JOB-202600842,POOL-0003,applied,direct_apply,RSM5300DB0AEACF4CB3,,,,,False,,SYSTEM_ADMIN,2026-03-23 10:00:00,SYSTEM_ADMIN,2026-03-23 10:00:00
JC73E441421434413F,LNR-202607776,JOB-202601361,POOL-0002,applied,direct_apply,RSM71AF48CB29FB4F2B,,,,,False,,SYSTEM_ADMIN,2026-03-23 10:00:00,SYSTEM_ADMIN,2026-03-23 10:00:00
JCF7AB135BA1F24FA1,LNR-202602752,JOB-202602616,POOL-0004,interview,direct_apply,RSM07C46A87410C48BF,,,,,False,,SYSTEM_ADMIN,2026-03-23 10:00:00,SYSTEM_ADMIN,2026-03-23 10:00:00
JC798EF23D919D4F45,LNR-202605383,JOB-202601211,POOL-0002,applied,recommendation,RSM84C50E359C914FFB,,,,,False,,SYSTEM_ADMIN,2026-03-23 10:00:00,SYSTEM_ADMIN,2026-03-23 10:00:00
JCC7A8691310E848DF,LNR-202603843,JOB-202600316,POOL-0001,interview,pool,RSM06872596B7C14423,,,,,False,,SYSTEM_ADMIN,2026-03-23 10:00:00,SYSTEM_ADMIN,2026-03-23 10:00:00
JCB94B6315B29F4CE3,LNR-202601926,JOB-202602781,POOL-0002,offer,recommendation,RSM5F075B58D1574F31,,,,,False,,SYSTEM_ADMIN,2026-03-23 10:00:00,SYSTEM_ADMIN,2026-03-23 10:00:00
JC885604D927254369,LNR-202607519,JOB-202602764,POOL-0001,applied,recommendation,RSM0DDE167625EA4BAA,,,,,False,,SYSTEM_ADMIN,2026-03-23 10:00:00,SYSTEM_ADMIN,2026-03-23 10:00:00
JC2081402CB7624140,LNR-202600188,JOB-202600691,POOL-0002,applied,direct_apply,RSMA3A1C8E834334A8A,,,,,False,,SYSTEM_ADMIN,2026-03-23 10:00:00,SYSTEM_ADMIN,2026-03-23 10:00:00
JC08FDD8DC90444E73,LNR-202606737,JOB-202602242,POOL-0003,applied,direct_apply,RSM4371FA8D46854B37,,,,,False,,SYSTEM_ADMIN,2026-03-23 10:00:00,SYSTEM_ADMIN,2026-03-23 10:00:00
JC6E9A85E8F9C34CBD,LNR-202602251,JOB-202602320,POOL-0004,hired,direct_apply,RSM455AE704DDA84B4B,,,,,False,,SYSTEM_ADMIN,2026-03-23 10:00:00,SYSTEM_ADMIN,2026-03-23 10:00:00
JCF10CC9BBB62647D7,LNR-202601091,JOB-202600061,POOL-0005,interview,direct_apply,RSM11082D7B27424AAE,,,,,False,,SYSTEM_ADMIN,2026-03-23 10:00:00,SYSTEM_ADMIN,2026-03-23 10:00:00
JC80A83785FFA14EC1,LNR-202604048,JOB-202600107,POOL-0005,offer,pool,RSM321F4DF3F7164112,,,,,False,,SYSTEM_ADMIN,2026-03-23 10:00:00,SYSTEM_ADMIN,2026-03-23 10:00:00
JC0A237A14EFD046F6,LNR-202607635,JOB-202601275,POOL-0003,screening,direct_apply,RSMCD239FFA4A8D4D1F,,,,,False,,SYSTEM_ADMIN,2026-03-23 10:00:00,SYSTEM_ADMIN,2026-03-23 10:00:00
JC5EEC7B7C17334A25,LNR-202604017,JOB-202601019,POOL-0004,hired,direct_apply,RSMB130F21F280B49FB,,,,,False,,SYSTEM_ADMIN,2026-03-23 10:00:00,SYSTEM_ADMIN,2026-03-23 10:00:00
JCCA53BF0719BF40DB,LNR-202604583,JOB-202601746,POOL-0004,interview,direct_apply,RSM42D0F2618511403C,,,,,False,,SYSTEM_ADMIN,2026-03-23 10:00:00,SYSTEM_ADMIN,2026-03-23 10:00:00
JC24863A62846C4493,LNR-202603913,JOB-202600290,POOL-0001,interview,direct_apply,RSM7A33881A66B54BB7,,,,,False,,SYSTEM_ADMIN,2026-03-23 10:00:00,SYSTEM_ADMIN,2026-03-23 10:00:00
JC3F70535FDDCD41D8,LNR-202607063,JOB-202602768,POOL-0002,offer,direct_apply,RSMD401ED55CBC64D2D,,,,,False,,SYSTEM_ADMIN,2026-03-23 10:00:00,SYSTEM_ADMIN,2026-03-23 10:00:00
JCC16C2B7A26714FCC,LNR-202604866,JOB-202601923,POOL-0001,applied,direct_apply,RSMBEA249ACEF304580,,,,,False,,SYSTEM_ADMIN,2026-03-23 10:00:00,SYSTEM_ADMIN,2026-03-23 10:00:00
JC64D9B5B9AC014B09,LNR-202601173,JOB-202600344,POOL-0002,screening,pool,RSM9CD2769A149D4B14,,,,,False,,SYSTEM_ADMIN,2026-03-23 10:00:00,SYSTEM_ADMIN,2026-03-23 10:00:00
JCA42CAAC49EB044F4,LNR-202600809,JOB-202600034,POOL-0004,screening,recommendation,RSM4E7C75AD999B44D5,,,,,False,,SYSTEM_ADMIN,2026-03-23 10:00:00,SYSTEM_ADMIN,2026-03-23 10:00:00
JC5741254C11B7445D,LNR-202605835,JOB-202601346,POOL-0005,hired,pool,RSMAC9F069D85DA4FC7,,,,,False,,SYSTEM_ADMIN,2026-03-23 10:00:00,SYSTEM_ADMIN,2026-03-23 10:00:00
