job_post_id,company_id,job_title,position_id,position_name_th,position_name_en,job_type,job_sub_type,communication_language_id,province_id,sub_district_id,district_id,employment_type_id,Work_location_type_id,income_min,income_max,is_display_income,job_detail,job_summary,is_open_ended,open_date,end_date,is_created_new_pool,candidate_pool_id,is_published,is_actiive,job_post_status,Working_time,created_by,created_at,updated_by,updated_at
JOB-202600017,COMP-202600006,รับสมัคร System Engineer (วิศวกรระบบ),8,วิศวกรระบบ,System Engineer,Business,Development,1,08,00008,0008,5,1,60000,94000,True,ต้องการ System Engineer ที่มีประสบการณ์คุณสมบัติตรงกับตำแหน่ง,หน้าที่หลัก: พัฒนาและดูแลระบบ System Engineer,False,2026-02-18,2026-05-11,False,POOL-0005,True,True,open,7 ชั่วโมง/วัน,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
JOB-202600018,COMP-202600008,รับสมัคร Web Developer (นักพัฒนาเว็บ),6,นักพัฒนาเว็บ,Web Developer,Business,Development,1,12,00012,0012,5,4,50000,78000,False,ต้องการ Web Developer ที่มีประสบการณ์คุณสมบัติตรงกับตำแหน่ง,หน้าที่หลัก: พัฒนาและดูแลระบบ Web Developer,True,2026-01-07,2026-04-30,True,POOL-0001,True,True,closed,2 ชั่วโมง/วัน,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
JOB-202600019,COMP-202600003,รับสมัคร Data Engineer (Data Engineer),1,Data Engineer,Data Engineer,Engineering,Operations,1,07,00007,0007,1,1,25000,38000,True,ต้องการ Data Engineer ที่มีประสบการณ์คุณสมบัติตรงกับตำแหน่ง,หน้าที่หลัก: พัฒนาและดูแลระบบ Data Engineer,False,2026-01-18,2026-02-17,False,POOL-0005,True,True,draft,7 ชั่วโมง/วัน,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
JOB-202600020,COMP-202600003,รับสมัคร UX/UI Designer (UX/UI Designer),5,UX/UI Designer,UX/UI Designer,Business,Analysis,2,04,00004,0004,2,2,45000,70000,True,ต้องการ UX/UI Designer ที่มีประสบการณ์คุณสมบัติตรงกับตำแหน่ง,หน้าที่หลัก: พัฒนาและดูแลระบบ UX/UI Designer,True,2025-12-08,2026-01-30,True,POOL-0003,True,True,draft,3 ชั่วโมง/วัน,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
JOB-202600021,COMP-202600007,รับสมัคร IT Support (ฝ่ายสนับสนุนไอที),3,ฝ่ายสนับสนุนไอที,IT Support,IT,Analysis,1,03,00003,0003,3,2,35000,54000,True,ต้องการ IT Support ที่มีประสบการณ์คุณสมบัติตรงกับตำแหน่ง,หน้าที่หลัก: พัฒนาและดูแลระบบ IT Support,False,2025-12-24,2026-02-20,False,POOL-0003,True,True,draft,6 ชั่วโมง/วัน,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
JOB-202600022,COMP-202600009,รับสมัคร Cybersecurity Analyst (Cybersecurity Analyst),8,Cybersecurity Analyst,Cybersecurity Analyst,IT,Analysis,2,09,00009,0009,1,5,60000,94000,False,ต้องการ Cybersecurity Analyst ที่มีประสบการณ์คุณสมบัติตรงกับตำแหน่ง,หน้าที่หลัก: พัฒนาและดูแลระบบ Cybersecurity Analyst,True,2026-01-17,2026-03-29,True,POOL-0002,True,True,closed,6 ชั่วโมง/วัน,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
JOB-202600023,COMP-202600005,รับสมัคร Web Developer (นักพัฒนาเว็บ),2,นักพัฒนาเว็บ,Web Developer,Business,Operations,2,05,00005,0005,1,2,30000,46000,False,ต้องการ Web Developer ที่มีประสบการณ์คุณสมบัติตรงกับตำแหน่ง,หน้าที่หลัก: พัฒนาและดูแลระบบ Web Developer,False,2026-01-20,2026-05-12,True,POOL-0003,True,True,closed,7 ชั่วโมง/วัน,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
JOB-202600024,COMP-202600010,รับสมัคร System Engineer (วิศวกรระบบ),6,วิศวกรระบบ,System Engineer,IT,Development,2,11,00011,0011,6,3,50000,78000,True,ต้องการ System Engineer ที่มีประสบการณ์คุณสมบัติตรงกับตำแหน่ง,หน้าที่หลัก: พัฒนาและดูแลระบบ System Engineer,True,2025-12-22,2026-02-08,True,POOL-0002,True,True,open,6 ชั่วโมง/วัน,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
JOB-202600025,COMP-202600009,รับสมัคร Web Developer (นักพัฒนาเว็บ),6,นักพัฒนาเว็บ,Web Developer,IT,Development,1,13,00013,0013,2,4,50000,78000,True,ต้องการ Web Developer ที่มีประสบการณ์คุณสมบัติตรงกับตำแหน่ง,หน้าที่หลัก: พัฒนาและดูแลระบบ Web Developer,False,2026-01-26,2026-03-08,False,POOL-0005,True,True,closed,3 ชั่วโมง/วัน,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
JOB-202600026,COMP-202600008,รับสมัคร IT Support (ฝ่ายสนับสนุนไอที),10,ฝ่ายสนับสนุนไอที,IT Support,Business,Operations,1,09,00009,0009,5,3,70000,110000,False,ต้องการ IT Support ที่มีประสบการณ์คุณสมบัติตรงกับตำแหน่ง,หน้าที่หลัก: พัฒนาและดูแลระบบ IT Support,False,2025-11-22,2026-02-17,True,POOL-0002,True,True,open,6 ชั่วโมง/วัน,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
JOB-202600027,COMP-202600003,รับสมัคร DevOps Engineer (DevOps Engineer),5,DevOps Engineer,DevOps Engineer,Engineering,Analysis,2,12,00012,0012,5,5,45000,70000,True,ต้องการ DevOps Engineer ที่มีประสบการณ์คุณสมบัติตรงกับตำแหน่ง,หน้าที่หลัก: พัฒนาและดูแลระบบ DevOps Engineer,True,2025-12-10,2026-01-18,True,POOL-0001,True,True,draft,6 ชั่วโมง/วัน,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
JOB-202600028,COMP-202600004,รับสมัคร Web Developer (นักพัฒนาเว็บ),1,นักพัฒนาเว็บ,Web Developer,Engineering,Analysis,2,13,00013,0013,4,5,25000,38000,True,ต้องการ Web Developer ที่มีประสบการณ์คุณสมบัติตรงกับตำแหน่ง,หน้าที่หลัก: พัฒนาและดูแลระบบ Web Developer,False,2026-01-23,2026-03-25,True,POOL-0004,True,True,closed,5 ชั่วโมง/วัน,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
JOB-202600029,COMP-202600007,รับสมัคร UX/UI Designer (UX/UI Designer),5,UX/UI Designer,UX/UI Designer,Business,Development,1,05,00005,0005,2,2,45000,70000,True,ต้องการ UX/UI Designer ที่มีประสบการณ์คุณสมบัติตรงกับตำแหน่ง,หน้าที่หลัก: พัฒนาและดูแลระบบ UX/UI Designer,True,2026-02-11,2026-03-22,False,POOL-0003,True,True,closed,5 ชั่วโมง/วัน,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
JOB-202600030,COMP-202600001,รับสมัคร UX/UI Designer (UX/UI Designer),8,UX/UI Designer,UX/UI Designer,Engineering,Analysis,2,06,00006,0006,2,4,60000,94000,False,ต้องการ UX/UI Designer ที่มีประสบการณ์คุณสมบัติตรงกับตำแหน่ง,หน้าที่หลัก: พัฒนาและดูแลระบบ UX/UI Designer,False,2025-11-27,2026-01-02,False,POOL-0005,True,True,open,6 ชั่วโมง/วัน,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
JOB-202600031,COMP-202600008,รับสมัคร DevOps Engineer (DevOps Engineer),4,DevOps Engineer,DevOps Engineer,Business,Development,1,02,00002,0002,1,2,40000,62000,False,ต้องการ DevOps Engineer ที่มีประสบการณ์คุณสมบัติตรงกับตำแหน่ง,หน้าที่หลัก: พัฒนาและดูแลระบบ DevOps Engineer,True,2026-02-01,2026-05-31,False,POOL-0005,True,True,closed,3 ชั่วโมง/วัน,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
JOB-202600032,COMP-202600004,รับสมัคร Data Engineer (Data Engineer),3,Data Engineer,Data Engineer,IT,Operations,1,10,00010,0010,4,1,35000,54000,False,ต้องการ Data Engineer ที่มีประสบการณ์คุณสมบัติตรงกับตำแหน่ง,หน้าที่หลัก: พัฒนาและดูแลระบบ Data Engineer,True,2026-01-27,2026-03-10,True,POOL-0003,True,True,closed,1 ชั่วโมง/วัน,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
JOB-202600033,COMP-202600002,รับสมัคร UX/UI Designer (UX/UI Designer),4,UX/UI Designer,UX/UI Designer,Engineering,Analysis,1,13,00013,0013,4,4,40000,62000,False,ต้องการ UX/UI Designer ที่มีประสบการณ์คุณสมบัติตรงกับตำแหน่ง,หน้าที่หลัก: พัฒนาและดูแลระบบ UX/UI Designer,True,2025-12-11,2026-03-02,True,POOL-0002,True,True,closed,5 ชั่วโมง/วัน,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
JOB-202600034,COMP-202600003,รับสมัคร Web Developer (นักพัฒนาเว็บ),10,นักพัฒนาเว็บ,Web Developer,Business,Analysis,1,07,00007,0007,5,5,70000,110000,False,ต้องการ Web Developer ที่มีประสบการณ์คุณสมบัติตรงกับตำแหน่ง,หน้าที่หลัก: พัฒนาและดูแลระบบ Web Developer,False,2026-01-24,2026-04-27,True,POOL-0005,True,True,draft,4 ชั่วโมง/วัน,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
JOB-202600035,COMP-202600001,รับสมัคร Cybersecurity Analyst (Cybersecurity Analyst),8,Cybersecurity Analyst,Cybersecurity Analyst,Engineering,Development,1,13,00013,0013,4,3,60000,94000,False,ต้องการ Cybersecurity Analyst ที่มีประสบการณ์คุณสมบัติตรงกับตำแหน่ง,หน้าที่หลัก: พัฒนาและดูแลระบบ Cybersecurity Analyst,True,2026-02-18,2026-05-23,False,POOL-0003,True,True,draft,4 ชั่วโมง/วัน,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
JOB-202600036,COMP-202600002,รับสมัคร UX/UI Designer (UX/UI Designer),10,UX/UI Designer,UX/UI Designer,IT,Operations,2,11,00011,0011,3,2,70000,110000,True,ต้องการ UX/UI Designer ที่มีประสบการณ์คุณสมบัติตรงกับตำแหน่ง,หน้าที่หลัก: พัฒนาและดูแลระบบ UX/UI Designer,False,2026-01-16,2026-03-11,False,POOL-0001,True,True,open,6 ชั่วโมง/วัน,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
JOB-202600037,COMP-202600008,รับสมัคร Data Engineer (Data Engineer),1,Data Engineer,Data Engineer,Engineering,Operations,1,06,00006,0006,6,1,25000,38000,True,ต้องการ Data Engineer ที่มีประสบการณ์คุณสมบัติตรงกับตำแหน่ง,หน้าที่หลัก: พัฒนาและดูแลระบบ Data Engineer,True,2026-01-15,2026-03-17,False,POOL-0004,True,True,open,6 ชั่วโมง/วัน,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
JOB-202600038,COMP-202600010,รับสมัคร IT Support (ฝ่ายสนับสนุนไอที),8,ฝ่ายสนับสนุนไอที,IT Support,Business,Analysis,1,10,00010,0010,6,3,60000,94000,True,ต้องการ IT Support ที่มีประสบการณ์คุณสมบัติตรงกับตำแหน่ง,หน้าที่หลัก: พัฒนาและดูแลระบบ IT Support,False,2025-11-25,2026-03-06,False,POOL-0004,True,True,draft,8 ชั่วโมง/วัน,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
JOB-202600039,COMP-202600003,รับสมัคร UX/UI Designer (UX/UI Designer),7,UX/UI Designer,UX/UI Designer,Engineering,Development,2,02,00002,0002,6,2,55000,86000,True,ต้องการ UX/UI Designer ที่มีประสบการณ์คุณสมบัติตรงกับตำแหน่ง,หน้าที่หลัก: พัฒนาและดูแลระบบ UX/UI Designer,False,2026-01-24,2026-05-08,True,POOL-0001,True,True,closed,4 ชั่วโมง/วัน,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
JOB-202600040,COMP-202600010,รับสมัคร UX/UI Designer (UX/UI Designer),1,UX/UI Designer,UX/UI Designer,Engineering,Operations,1,02,00002,0002,3,2,25000,38000,True,ต้องการ UX/UI Designer ที่มีประสบการณ์คุณสมบัติตรงกับตำแหน่ง,หน้าที่หลัก: พัฒนาและดูแลระบบ UX/UI Designer,False,2025-11-30,2026-02-27,True,POOL-0005,True,True,open,7 ชั่วโมง/วัน,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
JOB-202600041,COMP-202600010,รับสมัคร Web Developer (นักพัฒนาเว็บ),4,นักพัฒนาเว็บ,Web Developer,Engineering,Development,1,09,00009,0009,4,1,40000,62000,True,ต้องการ Web Developer ที่มีประสบการณ์คุณสมบัติตรงกับตำแหน่ง,หน้าที่หลัก: พัฒนาและดูแลระบบ Web Developer,False,2026-01-24,2026-03-17,False,POOL-0004,True,True,open,7 ชั่วโมง/วัน,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
JOB-202600042,COMP-202600009,รับสมัคร Cybersecurity Analyst (Cybersecurity Analyst),7,Cybersecurity Analyst,Cybersecurity Analyst,IT,Operations,2,09,00009,0009,5,1,55000,86000,False,ต้องการ Cybersecurity Analyst ที่มีประสบการณ์คุณสมบัติตรงกับตำแหน่ง,หน้าที่หลัก: พัฒนาและดูแลระบบ Cybersecurity Analyst,False,2026-01-07,2026-03-18,True,POOL-0003,True,True,draft,7 ชั่วโมง/วัน,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
JOB-202600043,COMP-202600002,รับสมัคร Data Analyst (นักวิเคราะห์ข้อมูล),7,นักวิเคราะห์ข้อมูล,Data Analyst,Business,Operations,2,03,00003,0003,1,2,55000,86000,True,ต้องการ Data Analyst ที่มีประสบการณ์คุณสมบัติตรงกับตำแหน่ง,หน้าที่หลัก: พัฒนาและดูแลระบบ Data Analyst,False,2025-11-22,2026-03-09,False,POOL-0004,True,True,closed,3 ชั่วโมง/วัน,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
JOB-202600044,COMP-202600003,รับสมัคร IT Support (ฝ่ายสนับสนุนไอที),2,ฝ่ายสนับสนุนไอที,IT Support,Engineering,Analysis,2,04,00004,0004,6,1,30000,46000,True,ต้องการ IT Support ที่มีประสบการณ์คุณสมบัติตรงกับตำแหน่ง,หน้าที่หลัก: พัฒนาและดูแลระบบ IT Support,False,2026-01-22,2026-04-24,False,POOL-0005,True,True,open,7 ชั่วโมง/วัน,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
JOB-202600045,COMP-202600005,รับสมัคร System Engineer (วิศวกรระบบ),10,วิศวกรระบบ,System Engineer,Engineering,Operations,1,09,00009,0009,2,1,70000,110000,True,ต้องการ System Engineer ที่มีประสบการณ์คุณสมบัติตรงกับตำแหน่ง,หน้าที่หลัก: พัฒนาและดูแลระบบ System Engineer,True,2025-12-28,2026-04-26,True,POOL-0005,True,True,draft,5 ชั่วโมง/วัน,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
JOB-202600046,COMP-202600005,รับสมัคร System Engineer (วิศวกรระบบ),9,วิศวกรระบบ,System Engineer,Engineering,Analysis,2,02,00002,0002,4,5,65000,102000,False,ต้องการ System Engineer ที่มีประสบการณ์คุณสมบัติตรงกับตำแหน่ง,หน้าที่หลัก: พัฒนาและดูแลระบบ System Engineer,True,2026-01-09,2026-02-21,True,POOL-0005,True,True,open,8 ชั่วโมง/วัน,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
JOB-202600047,COMP-202600005,รับสมัคร Data Engineer (Data Engineer),9,Data Engineer,Data Engineer,Business,Development,1,07,00007,0007,3,4,65000,102000,False,ต้องการ Data Engineer ที่มีประสบการณ์คุณสมบัติตรงกับตำแหน่ง,หน้าที่หลัก: พัฒนาและดูแลระบบ Data Engineer,True,2025-11-26,2026-01-14,False,POOL-0002,True,True,open,1 ชั่วโมง/วัน,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
JOB-202600048,COMP-202600003,รับสมัคร Programmer (โปรแกรมเมอร์),3,โปรแกรมเมอร์,Programmer,Business,Analysis,1,02,00002,0002,6,5,35000,54000,False,ต้องการ Programmer ที่มีประสบการณ์คุณสมบัติตรงกับตำแหน่ง,หน้าที่หลัก: พัฒนาและดูแลระบบ Programmer,False,2025-12-24,2026-02-21,True,POOL-0004,True,True,closed,4 ชั่วโมง/วัน,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
JOB-202600049,COMP-202600006,รับสมัคร Data Scientist (นักวิทยาศาสตร์ข้อมูล),2,นักวิทยาศาสตร์ข้อมูล,Data Scientist,IT,Operations,2,04,00004,0004,4,2,30000,46000,False,ต้องการ Data Scientist ที่มีประสบการณ์คุณสมบัติตรงกับตำแหน่ง,หน้าที่หลัก: พัฒนาและดูแลระบบ Data Scientist,False,2025-12-20,2026-02-21,True,POOL-0004,True,True,draft,1 ชั่วโมง/วัน,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
JOB-202600050,COMP-202600006,รับสมัคร UX/UI Designer (UX/UI Designer),4,UX/UI Designer,UX/UI Designer,Engineering,Analysis,2,03,00003,0003,1,2,40000,62000,True,ต้องการ UX/UI Designer ที่มีประสบการณ์คุณสมบัติตรงกับตำแหน่ง,หน้าที่หลัก: พัฒนาและดูแลระบบ UX/UI Designer,False,2025-12-17,2026-03-01,False,POOL-0002,True,True,open,6 ชั่วโมง/วัน,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
