EDUCATION_ID,LEARNER_ID,SEQUENCE_NO,UNIVERSITY_ID,EDUCATOINBG_ID,BARNCH_ID,GYEAR,GRADE_POINT,CREATE_BY,CREATE_DATE,UPDATE_BY,UPDATE_DATE
EDU877EE3A2E062406F,LNR-202600029,1,12200,1,4,2567,3.6,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
EDU8FCFC21B4E7F47B9,LNR-202600030,1,300,1,1,2561,3.06,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
EDU973C28B27CD946E2,LNR-202600031,1,9000,1,6,2557,3.47,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
EDUC9B2F7E90BD4406D,LNR-202600032,1,17700,1,9,2556,3.68,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
EDUA630985D5FAE41AE,LNR-202600033,1,2100,1,8,2567,3.94,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
EDUF765E039B43843BB,LNR-202600033,2,5300,2,10,2558,3.2,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
EDU75D8C46016394828,LNR-202600034,1,17100,1,15,2563,3.83,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
EDU867A14F2B3AD44A0,LNR-202600035,1,16700,1,8,2562,2.85,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
EDU22AA416828BD4918,LNR-202600035,2,14100,2,1,2557,3.4,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
EDUE4C7DE2E8D934C3E,LNR-202600036,1,14700,1,4,2558,3.26,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
EDU0643E8E6AF23414C,LNR-202600037,1,300,1,2,2560,2.52,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
EDU7EC82CA84A4F41BB,LNR-202600038,1,5300,1,14,2564,2.8,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
EDUE1F88C733D8E4879,LNR-202600038,2,18001,2,9,2563,3.68,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
EDU7F6CFE4609FB4BF9,LNR-202600039,1,14100,1,12,2560,3.21,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
EDU37F33284CA89464D,LNR-202600040,1,16400,1,15,2563,3.08,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
EDUA3C360D5C4A243BC,LNR-202600040,2,16900,2,13,2567,3.19,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
EDU2C17CB9FF745402A,LNR-202600041,1,10500,1,1,2561,2.82,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
EDUFF6E908A5FBE4A91,LNR-202600042,1,11100,1,14,2564,3.06,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
EDU3A5B0746C84349FA,LNR-202600043,1,10202,1,16,2559,2.86,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
EDUB72BFA674B454BD7,LNR-202600044,1,17200,1,13,2565,3.47,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
EDUCFE4E4C353B14CC1,LNR-202600045,1,14500,1,11,2557,3.31,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
EDU596AF86DCF0B4039,LNR-202600046,1,2300,1,3,2561,2.96,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
EDUE0B499C95F6B4DD6,LNR-202600046,2,16100,2,1,2565,3.95,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
EDUFBF60C0C8E684F7D,LNR-202600047,1,14300,1,1,2556,3.87,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
EDU72BB12B80EB649E1,LNR-202600048,1,19800,1,10,2564,3.04,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
EDUE075E4050A1E40F3,LNR-202600049,1,10201,1,8,2556,3.18,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
EDU0C29DE390C164DA9,LNR-202600050,1,16800,1,10,2561,3.17,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
EDU087EB73E335D473D,LNR-202600051,1,10000,1,14,2557,2.86,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
EDU4A9EF81050E440C3,LNR-202600052,1,18600,1,14,2564,3.27,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
EDU95F5B34DF23B42CE,LNR-202600053,1,12300,1,3,2555,3.98,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
EDUC7491933ADFA478F,LNR-202600054,1,20105,1,4,2556,3.76,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
EDU4CB6C40B42F645EB,LNR-202600055,1,10300,1,14,2566,3.17,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
EDU7EC993D053F642C5,LNR-202600056,1,700,1,13,2563,2.63,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
EDU099D4BBFAC35414B,LNR-202600057,1,17500,1,8,2555,3.48,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
EDUF87CE9209FBF4B78,LNR-202600057,2,2300,2,13,2562,3.61,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
EDU6A39659A568448F0,LNR-202600058,1,17100,1,10,2566,3.22,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
EDU6CD4775EACB54B4C,LNR-202600058,2,15600,2,7,2558,3.58,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
EDUAE6F27C8E15E4402,LNR-202600059,1,12300,1,14,2567,2.77,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
EDUA5A9258952DC472F,LNR-202600060,1,18500,1,5,2565,3.22,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
EDU54B04B3725774349,LNR-202600061,1,19100,1,3,2561,2.52,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
EDU869870E7A2C04D89,LNR-202600061,2,22600,2,4,2558,2.7,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
EDUF54865E1AE034644,LNR-202600062,1,15900,1,13,2561,3.87,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
EDU8A1C6A553A5C49AD,LNR-202600063,1,17700,1,9,2558,3.67,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
EDU0FF693E294BE47BC,LNR-202600064,1,6000,1,8,2562,3.34,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
EDU0D47D4D7D1FC4E02,LNR-202600065,1,5100,1,4,2560,3.43,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
EDU7B6198CE8EEC4115,LNR-202600066,1,10400,1,11,2561,3.76,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
EDUA865A55B49B34DA5,LNR-202600067,1,1500,1,9,2566,3.87,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
EDUF55A1B69AC294A06,LNR-202600068,1,26600,1,9,2555,2.81,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
EDUFA9F351097E54BAC,LNR-202600069,1,10500,1,6,2555,3.16,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
EDUBA15C6159E6744A0,LNR-202600070,1,9000,1,10,2557,2.98,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
EDU816C52D07F4D480E,LNR-202600071,1,19600,1,8,2558,2.88,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
EDUC01D6295BAA34C5B,LNR-202600072,1,14300,1,10,2565,2.98,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
EDUD1136AAA4B734E84,LNR-202600073,1,11200,1,15,2555,3.38,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
EDUE0C3B4D88F53447F,LNR-202600074,1,14400,1,9,2567,2.99,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
EDU6F0BB315BBD642FB,LNR-202600075,1,15100,1,1,2563,3.59,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
EDU362D2CE004664D28,LNR-202600076,1,5900,1,4,2565,3.32,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
EDU513F43F947774A48,LNR-202600077,1,5100,1,4,2560,3.44,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
EDU3EF8FE8474274334,LNR-202600078,1,10200,1,1,2561,3.53,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
EDUC551B39323A84AD8,LNR-202600079,1,14300,1,11,2564,2.86,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
EDU3D80B4B10724464D,LNR-202600080,1,1500,1,10,2562,3.89,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
EDU566BA7148A824790,LNR-202600081,1,16000,1,1,2556,3.95,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
EDUE9AD66835A1F421B,LNR-202600081,2,15500,2,1,2557,3.8,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
EDU83F683E1705846C7,LNR-202600082,1,14400,1,10,2565,3.6,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
EDU60AAB7945A784F80,LNR-202600083,1,5700,1,11,2565,3.24,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
EDUBD5CD0002E7247AB,LNR-202600083,2,700,2,7,2555,3.85,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
EDUB97EEE6CC5EE4471,LNR-202600084,1,16300,1,8,2560,2.87,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
EDU24DBBE93C3D24F81,LNR-202600085,1,800,1,14,2564,2.71,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
EDU6610A6AD121A4998,LNR-202600086,1,14600,1,5,2561,3.53,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
EDUCD05B326DA4B46DC,LNR-202600087,1,300,1,1,2558,3.02,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
EDU3B09975C078342C9,LNR-202600087,2,15200,2,11,2561,3.43,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
EDU4816CE49AE654F7A,LNR-202600088,1,2400,1,5,2565,3.16,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
EDU54ADA92B80A34B2A,LNR-202600089,1,2200,1,5,2556,3.72,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
EDU6C58370A2F02437E,LNR-202600090,1,11800,1,5,2564,2.63,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
EDUE6EBAD00065F4CFD,LNR-202600091,1,10700,1,3,2555,3.68,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
EDUC4DCCDF7B23B41DF,LNR-202600092,1,14800,1,6,2562,3.69,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
EDU08A71C6AFAEC41C4,LNR-202600093,1,15900,1,3,2559,3.2,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
EDU88F3CFD7A9824D8A,LNR-202600094,1,10000,1,6,2562,2.52,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
EDU51177683879943C6,LNR-202600094,2,5700,2,16,2561,3.86,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
EDU1AFCE683C17345FD,LNR-202600095,1,6000,1,15,2558,3.86,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
EDUA4BFE453D9D64360,LNR-202600096,1,18100,1,7,2558,2.9,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
EDU7ACC13F35FCA4C5D,LNR-202600096,2,10400,2,11,2567,3.18,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
EDUD0F1335A0A43467A,LNR-202600097,1,11100,1,15,2558,3.63,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
EDU061BCB30D3FE41EB,LNR-202600098,1,26600,1,16,2556,2.71,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
EDU8131FC845F43428C,LNR-202600099,1,900,1,4,2567,2.51,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
EDUB8C1F2361C04419C,LNR-202600100,1,14400,1,6,2565,3.85,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
EDU1DAC8D78DFC84A7A,LNR-202600101,1,1000,1,9,2562,2.66,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
EDUB8D4FFEE2C284F6A,LNR-202600102,1,16900,1,15,2565,3.48,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
EDUA607B3D5BCBB4328,LNR-202600103,1,7400,1,5,2557,3.26,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
EDUD39C7DFC86104087,LNR-202600103,2,6000,2,3,2560,3.72,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
EDUB2237B54FF774E48,LNR-202600104,1,18300,1,12,2563,2.5,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
EDUAE86E7C2EDE24BAA,LNR-202600105,1,18100,1,12,2561,2.56,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
EDU85833471F56F441A,LNR-202600106,1,2400,1,1,2565,3.0,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
EDU3DBB55F6DA5247FF,LNR-202600107,1,15300,1,14,2560,2.66,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
EDU257A2D9D01FD480F,LNR-202600108,1,300,1,10,2556,2.7,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
EDUE30F9AFA482848F3,LNR-202600108,2,19600,2,8,2567,2.79,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
EDU51735EEA0723478D,LNR-202600109,1,14200,1,11,2556,2.55,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
EDU30CCED3B9BF9411A,LNR-202600110,1,2300,1,12,2558,2.71,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
EDUE8B05884D8144943,LNR-202600111,1,10000,1,4,2563,3.33,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
EDUCC1FB1A6EF884049,LNR-202600111,2,15500,2,12,2565,2.58,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
EDU5BF356568F11497B,LNR-202600112,1,14300,1,13,2564,3.65,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
EDUA6F3383DCB6D4373,LNR-202600113,1,18000,1,12,2560,3.53,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
EDUFA64FD600E4F4236,LNR-202600113,2,200,2,5,2556,3.4,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
EDU6CD9528D9B3A4B77,LNR-202600114,1,19607,1,9,2564,3.75,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
EDUDD407C1705F2478B,LNR-202600115,1,12800,1,10,2561,3.19,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
EDUFE07AF5E701F475D,LNR-202600116,1,5900,1,4,2567,2.87,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
EDUB612E16363E04A09,LNR-202600116,2,12800,2,2,2564,3.44,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
EDU301B7A82A8364E66,LNR-202600117,1,19300,1,5,2557,3.67,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
EDUF227031F6F374AC3,LNR-202600118,1,12700,1,11,2564,3.77,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
EDU90EAB299FC734C5A,LNR-202600119,1,12800,1,7,2563,3.42,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
EDUC03B2AD140A24255,LNR-202600120,1,13700,1,2,2561,3.32,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
EDU7F545F456EF547FA,LNR-202600121,1,17200,1,15,2563,2.77,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
EDUC58014C414A54895,LNR-202600121,2,17000,2,5,2558,3.13,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
EDU5BB47E2609404A2A,LNR-202600122,1,19900,1,1,2565,3.68,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
EDU0A4B87D55529474C,LNR-202600122,2,19400,2,3,2563,3.35,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
