PREFERENCE_ID,LEARNER_ID,POSITION,JOBTYPE,WORKTYPE,PROVINCE,DURINGWORK_ID,SALARY,CREATE_BY,CREATE_DATE,UPDATE_BY,UPDATE_DATE
PREF2F5096B0583B47E2,LNR-202600012,6,3,5,ชลบุรี,1,51000,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
PREFE216D5BF1DAA4739,LNR-202600013,2,3,4,นนทบุรี,7,28000,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
PREF01AA0FE2AA3144D7,LNR-202600014,1,4,3,ชลบุรี,4,31000,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
PREF1AF14E8B334840BC,LNR-202600015,5,6,3,นครราชสีมา,3,35000,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
PREF63EC63C4DC3E4521,LNR-202600016,5,5,1,สงขลา,5,70000,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
PREF825055C42EA34A29,LNR-202600017,5,5,1,ปทุมธานี,5,67000,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
PREF5AE84F60F33342E4,LNR-202600018,3,3,1,ปทุมธานี,3,70000,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
PREFE5B4BE81AFD84723,LNR-202600019,5,5,1,เชียงใหม่,5,28000,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
PREFF8C3260F4E4C457D,LNR-202600020,6,1,5,กรุงเทพมหานคร,2,46000,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
PREFA1B97B58AD124070,LNR-202600021,4,4,2,นครราชสีมา,3,32000,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
PREFE63EFF6D3B0B4E6A,LNR-202600022,7,6,5,กรุงเทพมหานคร,6,82000,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
PREF579EBA01E42B46AE,LNR-202600023,5,1,1,เชียงใหม่,6,35000,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
PREF23C5A78D8DE64729,LNR-202600024,8,2,5,เชียงใหม่,7,40000,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
PREF2A91E058B1154FD2,LNR-202600025,8,2,4,เชียงใหม่,7,73000,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
PREF39FC6AB621244814,LNR-202600026,9,4,3,นครราชสีมา,7,77000,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
PREF386CBAEF3A7C46A4,LNR-202600027,7,3,2,เชียงใหม่,5,25000,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
PREFDEA1D26570AB4FDB,LNR-202600028,6,1,2,ชลบุรี,7,30000,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
PREF5E92B0AB549649E2,LNR-202600029,7,3,4,นนทบุรี,4,83000,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
PREFCEB8D4CA2A674722,LNR-202600030,4,5,1,นครราชสีมา,1,36000,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
PREF05FE15226C474033,LNR-202600031,5,3,4,กรุงเทพมหานคร,6,34000,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
PREF4FAFF46B6B174277,LNR-202600032,5,3,1,สงขลา,6,30000,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
PREF67B62798968B416A,LNR-202600033,4,2,3,กรุงเทพมหานคร,7,69000,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
PREF4CD8A841328241F5,LNR-202600034,5,1,3,กรุงเทพมหานคร,4,77000,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
PREFAA72FFBFD9C44760,LNR-202600035,2,1,4,เชียงใหม่,7,31000,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
PREF49B6921D37054AAB,LNR-202600036,7,6,1,ชลบุรี,3,28000,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
PREF32043C8BF5BA4842,LNR-202600037,4,3,1,ขอนแก่น,1,40000,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
PREFA41D68F6D99B46B2,LNR-202600038,7,4,2,ปทุมธานี,5,53000,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
PREF3BA1D6B8B4354A9F,LNR-202600039,8,5,3,นครราชสีมา,7,62000,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
PREF6B3E36BC9E934C21,LNR-202600040,8,6,4,ขอนแก่น,4,36000,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
PREF19CED1BFC1E84030,LNR-202600041,6,2,5,เชียงใหม่,6,45000,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
PREF9A05631AB31B486B,LNR-202600042,7,3,5,สงขลา,7,34000,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
PREF04EDECF48F8345F8,LNR-202600043,5,3,2,เชียงใหม่,7,26000,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
PREFBB4D75F173FF487F,LNR-202600044,7,2,3,นครราชสีมา,6,74000,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
PREF5E366A68C93C48E1,LNR-202600045,2,2,4,เชียงใหม่,7,40000,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
PREF6C3B19B88E7C4BCF,LNR-202600046,3,1,3,เชียงใหม่,7,68000,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
PREFDCBB7F7E815B469D,LNR-202600047,7,3,3,ขอนแก่น,5,63000,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
PREF53DEDA15CE4E46F4,LNR-202600048,7,2,3,เชียงใหม่,6,80000,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
PREFE05AE194595B4032,LNR-202600049,8,3,5,ภูเก็ต,5,53000,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
PREF1E1514780A28412D,LNR-202600050,2,5,2,กรุงเทพมหานคร,1,74000,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
PREF1AF9C37A20E84ECA,LNR-202600051,8,6,1,นนทบุรี,5,79000,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
PREF16547BBD5B814A6A,LNR-202600052,8,1,5,สงขลา,1,44000,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
PREFE14AF718FBAF49A5,LNR-202600053,10,6,2,นนทบุรี,5,56000,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
PREF45C287E8B8F64553,LNR-202600054,4,2,3,ชลบุรี,2,60000,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
PREF1F315D07B8E24D66,LNR-202600055,7,4,1,ปทุมธานี,6,29000,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
PREFF51458F8D7704293,LNR-202600056,8,1,5,ขอนแก่น,6,49000,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
PREF65BBEEEB4AF3441C,LNR-202600057,7,3,3,นนทบุรี,4,70000,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
PREF8D790EEB4DDC4538,LNR-202600058,5,4,1,นครราชสีมา,1,74000,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
PREF57DDE0C39A44424B,LNR-202600059,2,2,3,กรุงเทพมหานคร,5,53000,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
PREF165FF16F9EF441B7,LNR-202600060,10,3,5,กรุงเทพมหานคร,2,33000,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
PREF4E5DD07FC6B94080,LNR-202600061,7,4,3,นครราชสีมา,4,78000,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
PREFEEDF4EBA38BA48F6,LNR-202600062,1,2,4,นนทบุรี,3,53000,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
PREF015FD513EE2F455A,LNR-202600063,5,6,3,นนทบุรี,7,37000,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
PREFC1156DFE0C0E4C8F,LNR-202600064,3,5,5,เชียงใหม่,4,73000,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
PREF743BC22773534AA0,LNR-202600065,1,1,4,กรุงเทพมหานคร,3,85000,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
PREF1C855632C870472A,LNR-202600066,8,5,1,สงขลา,2,37000,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
PREF0798B2C1CFE24FD1,LNR-202600067,1,5,5,กรุงเทพมหานคร,3,66000,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
PREF343D49DF36F44CC3,LNR-202600068,4,3,4,เชียงใหม่,2,40000,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
PREFC707DBBA7043453F,LNR-202600069,2,6,2,เชียงใหม่,7,39000,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
PREF862CD5926D154961,LNR-202600070,3,1,3,ชลบุรี,5,57000,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
PREF1A0A78C2F2A64E3A,LNR-202600071,8,1,4,ชลบุรี,7,72000,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
PREF732C9BC46F2A4D6A,LNR-202600072,1,3,5,ขอนแก่น,3,49000,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
PREF4063B9F6C39043D4,LNR-202600073,7,4,1,ภูเก็ต,1,52000,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
PREF9CCA89F2A004408B,LNR-202600074,6,4,3,กรุงเทพมหานคร,6,45000,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
PREFD9F69FE8F36141D9,LNR-202600075,8,4,4,กรุงเทพมหานคร,6,31000,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
PREFA9C4940919264C5A,LNR-202600076,5,1,1,ปทุมธานี,4,43000,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
PREF6B220A523C5440C7,LNR-202600077,7,3,2,ชลบุรี,1,71000,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
PREF351CC94740D34DB0,LNR-202600078,2,1,3,เชียงใหม่,3,66000,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
PREFC7B65C64DFFB41B3,LNR-202600079,7,1,3,ขอนแก่น,7,85000,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
PREF2A60CFA5300E4673,LNR-202600080,7,1,5,นนทบุรี,2,40000,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
PREFD7922F6D6E6B451A,LNR-202600081,7,5,4,กรุงเทพมหานคร,5,59000,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
PREF58AB4DDED2AF410A,LNR-202600082,7,6,4,นนทบุรี,4,69000,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
PREF3CA6BF5D13E54AA8,LNR-202600083,1,5,5,กรุงเทพมหานคร,5,76000,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
PREFB89B170CBF174809,LNR-202600084,8,1,3,นนทบุรี,6,78000,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
PREF5D9DA051218F4A98,LNR-202600085,2,2,3,กรุงเทพมหานคร,6,29000,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
PREFAAE0CC336E3E4E9C,LNR-202600086,7,2,3,ชลบุรี,1,58000,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
PREF040DB0A806684622,LNR-202600087,5,1,5,นนทบุรี,3,77000,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
PREF6B89613576524FF4,LNR-202600088,10,5,5,กรุงเทพมหานคร,5,29000,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
PREFDA65D1E212674CF7,LNR-202600089,10,5,3,ชลบุรี,1,76000,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
PREFD3CC97AC4072404B,LNR-202600090,3,6,4,ชลบุรี,3,76000,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
PREF955CE78E972D40D4,LNR-202600091,10,4,3,เชียงใหม่,7,63000,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
PREF728043B6469E4702,LNR-202600092,8,2,2,กรุงเทพมหานคร,1,59000,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
PREFB55522E484F742E1,LNR-202600093,9,4,2,นนทบุรี,7,27000,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
PREF7325A3F05B0B4C5C,LNR-202600094,2,6,4,ปทุมธานี,3,32000,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
PREF562223CE22644008,LNR-202600095,4,2,5,ชลบุรี,3,76000,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
PREFD978C6035DAD471B,LNR-202600096,3,3,3,นครราชสีมา,3,34000,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
PREF5B511E6D7DA2441C,LNR-202600097,9,5,5,ภูเก็ต,5,49000,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
PREFE572A0E1A8424A69,LNR-202600098,7,6,5,ชลบุรี,5,66000,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
PREFE934A63875E441E4,LNR-202600099,4,3,2,สงขลา,6,63000,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
PREF5730E156075C4AD4,LNR-202600100,5,6,2,ขอนแก่น,3,85000,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
PREFAF226098720C4144,LNR-202600101,2,2,5,นนทบุรี,1,32000,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
PREF9F66250C17DF4182,LNR-202600102,10,1,1,เชียงใหม่,4,34000,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
PREF485A487303F444CD,LNR-202600103,7,2,1,ขอนแก่น,6,55000,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
PREFF4E6D9341D724854,LNR-202600104,9,2,2,สงขลา,1,36000,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
PREF40881F66C5614B4D,LNR-202600105,6,6,3,ชลบุรี,6,72000,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
PREFEA676847C34646C1,LNR-202600106,10,2,3,เชียงใหม่,1,44000,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
PREF88F63A51CB7042DA,LNR-202600107,2,5,3,ภูเก็ต,2,42000,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
PREF062695BEF94C4FFF,LNR-202600108,7,6,2,ชลบุรี,5,81000,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
PREF4AEEBAFA961946D6,LNR-202600109,6,3,1,นนทบุรี,5,37000,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
PREFBBD3A6101A4447AD,LNR-202600110,5,6,4,ชลบุรี,6,69000,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
PREFC69F0DF70FA241FB,LNR-202600111,3,4,1,ชลบุรี,4,32000,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
PREF93E8660A176A4AFF,LNR-202600112,7,5,3,ปทุมธานี,7,42000,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
PREF66467B68D4E8400E,LNR-202600113,8,1,2,สงขลา,2,66000,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
PREF169E4AD3C628400A,LNR-202600114,10,4,4,เชียงใหม่,2,28000,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
PREF17AF571B5C56441F,LNR-202600115,7,6,2,ภูเก็ต,1,75000,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
PREFF7FB65266FDB4466,LNR-202600116,7,4,4,ขอนแก่น,6,52000,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
PREF3FC7DADA73E444EF,LNR-202600117,5,1,4,เชียงใหม่,6,29000,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
PREF0F9668E3057C4A23,LNR-202600118,7,4,5,นนทบุรี,4,33000,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
PREF347DF674FE6443D6,LNR-202600119,3,4,4,ชลบุรี,6,65000,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
PREF10D56488109F4EF0,LNR-202600120,10,5,1,เชียงใหม่,2,39000,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
PREF55BFE4B910A24479,LNR-202600121,7,2,5,กรุงเทพมหานคร,1,45000,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
PREF43195491C6C34144,LNR-202600122,6,6,4,ปทุมธานี,6,27000,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
PREFEA6BC90193754081,LNR-202600123,6,4,5,สงขลา,5,40000,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
PREF61D90FB40C2B4F36,LNR-202600124,4,2,3,นนทบุรี,5,80000,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
PREF04D5DEAAC0AF4E5D,LNR-202600125,3,5,2,กรุงเทพมหานคร,6,45000,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
PREF5AEB3B7323BD4387,LNR-202600126,1,3,3,สงขลา,5,43000,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
PREF6FA3861133B64A8D,LNR-202600127,5,4,3,ขอนแก่น,1,67000,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
PREF1DBABD28B8044576,LNR-202600128,1,1,1,กรุงเทพมหานคร,2,33000,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
PREF983B18D1C6A64AB8,LNR-202600129,7,4,5,นนทบุรี,3,46000,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
PREFCFAE463812284CEB,LNR-202600130,4,4,4,ขอนแก่น,4,78000,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
PREF81675538F964470A,LNR-202600131,5,3,1,เชียงใหม่,7,25000,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
PREF2B8F69E1520C41BB,LNR-202600132,3,4,3,ชลบุรี,1,31000,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
PREFF33AF799BA6648A0,LNR-202600133,7,6,2,กรุงเทพมหานคร,1,45000,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
PREFE1A2FB406052412C,LNR-202600134,6,6,5,สงขลา,1,36000,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
PREF0EE2149754964C06,LNR-202600135,2,6,5,เชียงใหม่,5,75000,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
PREF7319A9480A724BF5,LNR-202600136,8,6,2,ภูเก็ต,2,49000,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
PREFF5F2EDF2F2064619,LNR-202600137,2,2,1,ภูเก็ต,1,61000,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
PREF72857CD470B54571,LNR-202600138,1,4,2,นนทบุรี,1,29000,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
PREFB982EE298F8E4E4F,LNR-202600139,10,3,1,ชลบุรี,6,35000,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
PREF93BDA0638871420D,LNR-202600140,9,1,5,นนทบุรี,5,42000,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
PREF885E88B15EDD4D75,LNR-202600141,3,6,3,กรุงเทพมหานคร,4,65000,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
PREF331E37B4F0684EE8,LNR-202600142,4,6,2,กรุงเทพมหานคร,1,85000,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
PREF8D41A39C053F4F16,LNR-202600143,1,6,1,สงขลา,7,50000,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
PREF0A1EAC2B9C9241D7,LNR-202600144,6,1,2,นครราชสีมา,6,74000,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
PREF3A69A05418194AB3,LNR-202600145,8,3,3,กรุงเทพมหานคร,4,79000,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
